NAME,Uniprot,stringId,DNA_Repair,GO_CC,GO_BP,GO_MF,Annotation,An.color,S6.FuzzyCMeans,Ku.FuzzyCMeans,Mre.FuzzyCMeans,S6.FC.nonIR5,S6.FC.IR5,S6.FC.IR30,S6.FC.IR2,S6S.FC.IR8,S6.FC.IR24,S6.FC.nonIR24,Ku.FC.nonIR5,Ku.FC.IR5,Ku.FC.IR30,Ku.FC.IR2,Ku.FC.IR8,Ku.FC.IR24,Ku.FC.nonIR24,Mre.FC.nonIR5,Mre.FC.IR5,Mre.FC.IR30,Mre.FC.IR2,Mre.FC.IR8,Mre.FC.IR24,Mre.FC.nonIR24
RPS14,P62263,9606.ENSP00000385958,DSB,nucleolus ,ribosome biogenesis ,structural constituent of ribosome ,Transcription Regulation,slateblue1,0,0,5,6.93975,3.355833333,6.746166667,5.1945,7.849833333,6.212166667,6.464166667,4.258166667,3.072833333,0.905833333,6.017833333,4.981833333,2.732833333,2.962166667,0,0,46.78933333,0,0,0,0
RPS15,P62841,9606.ENSP00000466010,0,cytosolic large ribosomal subunit ,ribosome biogenesis ,structural constituent of ribosome ,p53 Pathway,tomato,1,3,1,0,0.253166667,1.536166667,6.141166667,2.416833333,0,0,0.043833333,0.9555,1.5885,0.672833333,5.333166667,0,0,0,0,0,20.401,0,0,0
RPS15A,P62244,9606.ENSP00000318646,0,nucleoplasm ,ribosome biogenesis ,structural constituent of ribosome ,Cell Cycle regulation,coral1,3,2,0,0,0,0,2.750666667,3.161,0,0,1.573,0,0,5.359666667,6.899333333,0,0,0,0,0,0,0,0,0
RPS16,P62249,9606.ENSP00000251453,DSB,nucleoplasm ,ribosome biogenesis ,structural constituent of ribosome ,Ribosome Biosynthesis,lightgreen,0,1,0,5.264666667,0,2.208,2.029666667,4.763666667,0,4.441333333,0.925833333,1.6155,1.415166667,5.2295,7.0145,2.039166667,4.0565,0,0,0,0,0,0,0
RPS17,P08708,9606.ENSP00000346046,0,focal adhesion ,ribosome biogenesis ,structural constituent of ribosome ,Ribosome Biosynthesis,lightgreen,3,2,0,0,0,0,7.129333333,4.723666667,0,0,1.189666667,0,0,4.38,3.184666667,0,0,0,0,0,0,0,0,0
RPS18,P62269,9606.ENSP00000393241,0,nucleolus ,ribosome biogenesis ,structural constituent of ribosome ,Ribosome Biosynthesis,lightgreen,0,2,0,8.735666667,6.409333333,9.237333333,9.79733333,11.43966667,8.564333333,8.829333333,5.116,4.794666667,3.776,9.735,8.867333333,5.843666667,2.935,0,0,0,0,0,0,0
RPS19,P39019,9606.ENSP00000470972,0, cytosolic small ribosomal subunit [GO:0022627],ribosome biogenesis ,structural constituent of ribosome ,Ribosome Biosynthesis,lightgreen,0,4,1,0,0,0,0,0,0,0,0,1.933333333,0,1.676666667,0,0,0,0,0,0,14.08833333,0,0,0
RPS2,P15880,9606.ENSP00000341885,DSB,cytosolic large ribosomal subunit ,ribosome biogenesis ,structural constituent of ribosome ,Chromatin Organization,darkviolet,4,3,4,0,0,0,0,0.759833333,0,0,0.006333333,0,0,0.456,2.717,0,0,0,0,0,0,45.45716667,0,44.56216667
RPS20,P60866,9606.ENSP00000429374,0,cytosolic large ribosomal subunit ,ribosome biogenesis ,structural constituent of ribosome ,Chromatin Organization,darkviolet,0,2,0,0,0,0,1.237333333,2.372333333,0,0,0.7,0,0,4.087,4.951,0,0,0,0,0,0,0,0,0
RPS23,P62266,9606.ENSP00000296674,0, nucleoplasm [GO:0005654],ribosome biogenesis ,structural constituent of ribosome ,Ribosome Biosynthesis,lightgreen,0,3,0,0,0,0,0,0,0,0,1.275,0,2.564,2.059333333,6.308,0,0,0,0,0,0,0,0,0
RPS24,P62847,9606.ENSP00000414321,0,cytosolic large ribosomal subunit ,ribosome biogenesis ,structural constituent of ribosome ,Ribosome Biosynthesis,lightgreen,0,0,6,5.367,0,1.954666667,6.424666667,5.669,0,2.954666667,1.717,2.930666667,3.253333333,5.623666667,7.426333333,5.698666667,3.147333333,37,0,44.80266667,0,56.26233333,26.02,0
RPS25,P62851,9606.ENSP00000435096,0,cytosolic large ribosomal subunit ,ribosome biogenesis ,structural constituent of ribosome ,Ribosome Biosynthesis,lightgreen,1,0,0,0,0,0,2.885833333,1.268166667,0,0,0.328833333,0,0,1.0085,1.922833333,0,0,0,0,0,0,0,0,0
RPS27,P42677,9606.ENSP00000357555,0,nucleolus ,ribosome biogenesis ,structural constituent of ribosome ,Ribosome Biosynthesis,lightgreen,0,0,0,0,1.598333333,3.367666667,1.923333333,2.043,0,1.728,1.941333333,0,0,0,0,0,0,0,0,0,0,0,0,0
RPS27A,P62979,9606.ENSP00000272317,HR, cytosolic small ribosomal subunit [GO:0022627],ribosome biogenesis ,structural constituent of ribosome ,Ribosome Biosynthesis,lightgreen,0,0,0,0,0,0,0,0,0,0,0,0.937666667,1.124,0.228666667,1.916,0.190666667,0.900333333,0,0,0,0,0,0,0
RPS3,P23396,9606.ENSP00000278572,DSB,NF-kappaB complex ,double-strand break repair ,structural constituent of ribosome ,DNA Repair,firebrick1,3,0,4,2.385083333,1.115833333,0,5.800166667,4.8655,0,1.659166667,0.779166667,3.322833333,2.1445,4.955833333,5.758166667,0,1.5875,0,31.02433333,26.30233333,39.09166667,32.82633333,0,61.08266667
RPS3A,P61247,9606.ENSP00000346050,0,cytosolic large ribosomal subunit ,ribosome biogenesis ,structural constituent of ribosome ,Ribosome Biosynthesis,lightgreen,4,2,6,0,0.5795,0.662166667,0,2.615833333,0.3785,1.026833333,0.884166667,1.997833333,2.444166667,5.264833333,6.488166667,1.031833333,1.3735,0,0,38.43033333,0,32.49,0,0
RPS4X,P62701,9606.ENSP00000362744,0,cytosolic large ribosomal subunit ,ribosome biogenesis ,structural constituent of ribosome ,Transcription Regulation,slateblue1,4,0,2,1.2025,0.734,0.600666667,0.064666667,2.352666667,0.431,0.355666667,1.995333333,0,2.557666667,5.148666667,7.125,2.390666667,2.404666667,32,0,26.299,0,50.94333333,37.20266667,0
RPS5,P46782,9606.ENSP00000472985,0, cytosolic small ribosomal subunit [GO:0022627],ribosome biogenesis ,structural constituent of ribosome ,Ribosome Biosynthesis,lightgreen,0,2,5,0,0,0,0,0,0,0,0,0,0.907166667,3.116833333,4.2455,0,0,0,0,26.23166667,0,0,0,0
RPS6,P62753,9606.ENSP00000369757,0,cytosolic large ribosomal subunit ,ribosome biogenesis ,structural constituent of ribosome ,Cell Cycle regulation,coral1,3,3,6,0,0.837166667,0.686166667,6.714833333,4.3085,0,0,0.531166667,0,0,0.658833333,5.216166667,0,0,0,0,32.66566667,0,57.58633333,0,0
RPS8,P62241,9606.ENSP00000379888,DSB,ribonucleoprotein complex ,ribosome biogenesis ,structural constituent of ribosome ,Ribosome Biosynthesis,lightgreen,0,2,2,8.619,7.735833333,8.478833333,8.336166667,9.422833333,6.787833333,4.710833333,4.0455,4.490833333,5.173833333,7.7305,6.987166667,4.269166667,3.837166667,54,59.06316667,43.34183333,0,49.61483333,71.74283333,0
RPS9,P46781,9606.ENSP00000375632,DSB,cytosolic large ribosomal subunit ,ribosome biogenesis ,structural constituent of ribosome ,Proteasome,grey,3,3,6,0,1.150333333,3.254666667,6.406333333,4.537666667,0,0,0.491,0,1.388666667,0.412333333,5.388,0.792333333,0.980666667,0,0,31.60166667,0,26.01566667,0,0
RPSA,P08865,9606.ENSP00000389351,DSB,nucleoplasm ,ribosome biogenesis ,structural constituent of ribosome ,Ribosome Biosynthesis,lightgreen,4,1,1,6.96425,6.515833333,7.9485,8.185166667,9.84883333,7.2415,7.330166667,6.5685,6.308833333,7.584166667,8.307833333,10.2065,7.059833333,7.364833333,0,0,0,26.501,0,0,0
RPUSD3,Q6P087,9606.ENSP00000373331,0,ribonucleoprotein granule,mRNA processing,RNA binding,RNA Metabolism,gold,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.26433333,0,0,0
RRP8,O43159,9606.ENSP00000254605,0,eNoSc complex ,positive regulation of histone methylation ,methyltransferase activity ,Chromatin Organization,darkviolet,0,0,6,0,0,0,0.937,0,0,1.632666667,0,0,0,0,0,0,0,0,0,19.97533333,0,30.13366667,0,0
RRP9,O43818,9606.ENSP00000232888,0,small-subunit processome ,rRNA processing ,RNA binding ,Ribosome Biosynthesis,lightgreen,2,0,2,2.557333333,4.471,2.367666667,0,1.791666667,0,2.282,1.016,0,2.423,1.210333333,0,0,4.345666667,0,0,20.82333333,0,44.67633333,51.36233333,0
RRS1,Q15050,9606.ENSP00000322396,DSB,condensed nuclear chromosome ,chromatin organization ,RNA binding ,Cell Cycle regulation,coral1,2,0,0,2.077666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RSL1D1,O76021,9606.ENSP00000460871,0,nucleolus ,regulation of apoptotic process ,RNA binding ,Ribosome Biosynthesis,lightgreen,0,0,2,1.326333333,1.229666667,0,0.496333333,1.018333333,1.003,0,1.393333333,0,0,1.270333333,2.745666667,0,2.498666667,50,31.41666667,0,0,51.12666667,37.711,0
RTCB,Q9Y3I0,9606.ENSP00000216038,DSB,nucleoplasm ,tRNA splicing ,RNA binding ,RNA Metabolism,gold,0,1,2,2.310666667,2.198666667,1.967666667,7.265,5.482666667,7.060666667,6.262,2.985333333,2.606333333,2.616333333,5.343333333,6.116666667,2.333,4.891333333,0,0,26.51833333,0,51.719,45.379,0
RUVBL1,Q9Y265,9606.ENSP00000318297,HR,MLL1 complex ,chromatin remodeling ,transcription coactivator activity ,DNA Repair,firebrick1,0,0,4,1.286333333,1.376666667,1.337666667,0.802333333,2.998333333,1.923333333,2.344666667,1.378666667,1.957666667,2.662666667,4.530333333,3.094,0,0,50,31.71566667,0,27.39033333,51.63766667,57.402,68.97833333
RUVBL2,Q9Y230,9606.ENSP00000473172,HR,MLL1 complex ,chromatin remodeling ,transcription corepressor activity ,DNA Repair,firebrick1,0,0,4,6.736333333,5.369666667,2.697666667,7.922333333,7.935666667,5.116,4.795,1.413333333,2.263333333,2.734,7.562333333,5.875,2.535,4.758666667,57,38.18966667,57.473,19.63733333,57.651,60.56633333,64.32366667
S100A7,P31151,9606.ENSP00000357712,0,nucleus ,response to ROS ,calcium binding ,p53 Pathway,tomato,2,0,0,2.71225,0,1.0805,0,1.7115,0.7785,1.571833333,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S100A9,P06702,9606.ENSP00000357727,0, nucleoplasm [GO:0005654],apoptotic process,microtubule binding ,DNA Repair,firebrick1,0,0,1,0,0,0,0,0,0,0,0,2.1075,2.6155,1.0525,3.0665,2.0615,1.663166667,0,0,0,20.40866667,0,0,0
SAP18,O00422,9606.ENSP00000481842,0,histone deacetylase complex ,"negative regulation of transcription, DNA-templated ",transcription corepressor activity ,Transcription Regulation,slateblue1,4,3,0,0,0,1.119333333,0.618333333,2.051333333,0,0.935,0.393666667,0,0,0,3.726333333,0,0,0,0,0,0,0,0,0
SART1,O43290,9606.ENSP00000310448,HR,U2-type precatalytic spliceosome ,"mRNA splicing, via spliceosome ",RNA binding ,Ribosome Biosynthesis,lightgreen,2,0,3,1.631,1.632666667,1.637,0,2.279666667,1.513,0,0,0,0,0,0,0,0,0,0,0,0,25.537,0,0
SART3,Q15020,9606.ENSP00000228284,0,ASAP complex ,chromatin organization ,histone binding ,Chromatin Organization,darkviolet,1,0,0,0,0,0,4.020666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SCCPDH,Q8NBX0,9606.ENSP00000355467,HR,nucleus,glycolipid biosynthetic process,oxidoreductase activity,Nuclear Pore,deepskyblue3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53.32583333,0,0
SCML2,Q9UQR0,9606.ENSP00000251900,BER,PcG protein complex ,"negative regulation of transcription, DNA-templated ",chromatin binding ,Transcription Regulation,slateblue1,4,0,0,0,0,0,0.976666667,2.479666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SCRIB,Q14160,9606.ENSP00000349486,BER,Scrib-APC-beta-catenin complex ,"transcription, DNA-templated ",cadherin binding ,Cell Cycle regulation,coral1,1,0,6,0,0,0,1.324333333,0,0,0,0,0,0,0,0,0,0,0,0,19.07666667,0,36.54266667,0,0
SDHA,P31040,9606.ENSP00000264932,0,nucleolus,succinate dehydrogenase,"succinate dehydrogenase activity,",Ribosome Biosynthesis,lightgreen,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,52.11283333,0,52.9295,51.4445,0
SEC63,Q9UGP8,9606.ENSP00000357998,0,integral component of membrane,posttranslational protein targeting to membrane,"RNA binding,",UPR,maroon,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.34066667,0,30.677,0,0
SEH1L,Q96EE3,9606.ENSP00000382779,DSB,Seh1-associated complex ,nucleocytoplasmic transport ,structural constituent of nuclear pore ,Nuclear Pore,deepskyblue3,3,0,3,0,0,0,3.789,1.887,0,0,0,0,0,0,0,0,0,0,0,0,0,44.87033333,0,0
SEPHS1,P49903,9606.ENSP00000367893,0,nuclear membrane,selenocysteine biosynthetic process,"selenide, water dikinase activity",Cell Cycle regulation,coral1,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.59066667,0,18.928,0,0
SEPT2,Q15019,9606.ENSP00000479861,0,septin complex ,cell cycle ,GTPase activity ,Cell Cycle regulation,coral1,3,3,6,0,0,2.094666667,3.726,4.962333333,0,0,0.891333333,0,0,1.789666667,4.934,0,0,0,0,47.66866667,0,50.32233333,0,0
SEPT7,Q16181,9606.ENSP00000413507,0,kinetochore ,cell cycle ,GTPase activity ,Cell Cycle regulation,coral1,4,0,2,1.892,2.518,2.209333333,2.047333333,7.126666667,5.612666667,3.721,1.013666667,1.947,0,2.951333333,5.394666667,1.896,1.902,0,0,0,0,0,31.96633333,0
SEPT9,Q9UHD8,9606.ENSP00000391249,0,cell division site,cytoskeleton-dependent cytokinesis,GTPase activity,Cell Cycle regulation,coral1,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31.74333333,0,39.22233333,0,0
SERBP1,Q8NC51,9606.ENSP00000360034,DSB,nucleus ,regulation of apoptotic process ,mRNA binding ,DNA Repair,firebrick1,0,0,0,0.27625,0.476833333,0.708833333,0,0.8595,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SERPINB3,P29508,9606.ENSP00000283752,0,nucleus ,negative regulation of proteolysis ,protease binding ,Chromatin Organization,darkviolet,5,0,4,0,0,0,0,-1.624833333,0,2.244833333,0,0,0,0,0,0,0,32,0,0,0,0,0,51.027
SET,Q01105,9606.ENSP00000361777,DSB,chromatin ,chromatin organization ,chromatin binding ,Chromatin Organization,darkviolet,0,4,0,2.036666667,0,4.896333333,0.338333333,0,2.121333333,2.312,1.526666667,2.536333333,4.820666667,4.971,2.210333333,2.218333333,2.042,0,0,0,0,0,0,0
SF1,Q15637,9606.ENSP00000366604,HR,spliceosomal complex ,"mRNA splicing, via spliceosome ",transcription corepressor activity ,Transcription Regulation,slateblue1,3,0,0,0,0,0,4.442333333,2.295,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SF3A1,Q15459,9606.ENSP00000215793,HR,spliceosomal complex ,"mRNA splicing, via spliceosome ",mRNA binding ,RNA Metabolism,gold,0,0,4,4.998333333,5.164,4.668,7.892666667,8.779666667,8.165333333,8.487666667,4.149666667,4.395,2.701333333,6.995333333,5.975,4.917,4.770666667,0,0,38.763,0,50.613,57.61033333,63.02533333
SF3A2,Q15428,9606.ENSP00000221494,HR, spliceosomal complex,"mRNA splicing, via spliceosome ",mRNA binding ,RNA Metabolism,gold,0,1,4,5.345,2.989666667,2.970333333,6.383333333,7.848666667,4.733,4.746666667,0.564333333,2.271333333,2.245333333,3.704,4.749333333,1.927333333,2.354333333,0,0,26.92466667,0,43.945,57.61433333,57.99233333
SF3A3,Q12874,9606.ENSP00000362110,HR,spliceosomal complex ,"mRNA splicing, via spliceosome ",RNA binding ,RNA Metabolism,gold,1,0,2,2.597,2.366,2.369666667,6.591333333,2.251333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49.71,0
SF3B1,O75533,9606.ENSP00000335321,0,B-WICH complex ,chromatin organization ,mRNA binding ,RNA Metabolism,gold,3,3,2,0,0.790333333,2.319666667,5.549666667,3.028,0.309333333,0.387666667,0,0,0,1.151333333,3.051666667,0,0,0,0,0,0,19.17866667,42.81,0
SF3B2,Q13435,9606.ENSP00000318861,NHEJ,spliceosomal complex ,"mRNA splicing, via spliceosome ",RNA binding ,RNA Metabolism,gold,5,3,4,0.964333333,1.050333333,1.183333333,0.231,1.907333333,2.088666667,2.255666667,0.666333333,0,2.339666667,1.518333333,6.257333333,0,2.189333333,0,0,0,0,44.64,56.10383333,62.382
SF3B3,Q15393,9606.ENSP00000305790,DSB,SAGA complex ,"mRNA splicing, via spliceosome ",mRNA binding ,Cell Cycle regulation,coral1,4,0,2,8.435,8.766,8.65,8.939666667,10.281,9.161,8.469666667,7.778,8.213666667,6.444333333,8.735666667,7.929333333,6.580666667,6.183333333,50,0,0,0,46.42333333,53.02233333,0
SFPQ,P23246,9606.ENSP00000349748,DSB,RNA polymerase II transcription regulator complex ,"transcription, DNA-templated ",histone deacetylase binding ,DNA Repair,firebrick1,4,0,6,7.983666667,7.124,7.267333333,7.661333333,9.495333333,8.555333333,7.300333333,3.974333333,2.719,2.838333333,6.610666667,6.386333333,5.12,5.465,43,43.43533333,46.21033333,28.68666667,56.893,44.30833333,0
SFXN4,Q6P4A7,9606.ENSP00000347924,0,nucleoplasm,amino acid transport,transmembrane transporter activity,Cell Cycle regulation,coral1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35.93766667,0,0,0
SHMT1,P34896,9606.ENSP00000318868,0,nucleus,protein deubiquitination,glycine hydroxymethyltransferase activity,Cell Cycle regulation,coral1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49.7185,0,0,0
SHMT2,P34897,9606.ENSP00000333667,0,BRISC complex ,negative regulation of protein ubiquitination ,methyltransferase activity ,Chromatin Organization,darkviolet,4,0,0,7.403666667,5.840666667,7.267666667,8.372666667,10.76933333,7.002666667,7.554666667,4.541666667,4.881,3.353,5.822,8.390333333,5.402333333,6.661,0,0,0,0,0,0,0
SIRT6,Q8N6T7,9606.ENSP00000337332,HR,"chromosome, subtelomeric region ",histone deacetylation ,deacetylase activity ,DNA Repair,firebrick1,0,0,0,11.57066667,11.39666667,12.055,11.34033333,10.02533333,5.517,5.385666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SLC22A18,Q96BI1,9606.ENSP00000369948,0,nuclear envelope,transport,transmembrane transporter activity,Nuclear Pore,deepskyblue3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.63533333,0,0,0
SLC25A1,P53007,9606.ENSP00000215882,0,nucleus,gluconeogenesis,citrate transmembrane transporter activity,Transcription Regulation,slateblue1,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.78466667,0,57.417,0,0
SLC25A10,Q9UBX3,9606.ENSP00000446242,0,nucleus,succinate transmembrane transport,succinate transmembrane transporter activity,Chromatin Organization,darkviolet,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44.82183333,0,0
SLC25A11,Q02978,9606.ENSP00000225665,0,nucleus,alpha-ketoglutarate transport,succinate transmembrane transporter activity,Chromatin Organization,darkviolet,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,55.02783333,0,0,0,0,0
SLC25A5,P05141,9606.ENSP00000360671,DSB,MMXD complex ,chromosome segregation ,ubiquitin protein ligase binding ,DNA Repair,firebrick1,0,1,0,9.889,5.885,10.50433333,8.612333333,10.919,8.926666667,8.816333333,2.458666667,3.18,3.996333333,9.147666667,11.05266667,3.726666667,5.757,0,0,0,0,0,0,0
SLC3A2,P08195,9606.ENSP00000367123,0,nucleoplasm,amino acid transport,~double-stranded RNA binding,UPR,maroon,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,0,45.43366667,0,62.36633333,0,0
SLC7A5,Q01650,9606.ENSP00000261622,0,amino acid transport complex [GO:1990184],amino acid import across plasma membrane,antiporter activity,Cell Cycle regulation,coral1,0,3,0,0,0,0,0,0,0,0,0.841,0,0,0.914333333,5.51,0,0,0,0,0,0,0,0,0
SLIRP,Q9GZT3,9606.ENSP00000450909,0,ribonucleoprotein complex ,RNA processing ,mRNA binding ,Cell Cycle regulation,coral1,4,0,0,0,0,0,0,3.001666667,0,0,1.680666667,0,0,0,0,0,0,0,0,0,0,0,0,0
SMARCA2,P51531,9606.ENSP00000371638,DSB,SWI/SNF comple,chromatin remodeling,DNA-dependent ATPase activity,Chromatin Organization,darkviolet,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39.13033333,0,0,0
SMARCA4,P51532,9606.ENSP00000343896,DSB,SWI/SNF complex ,ATP-dependent chromatin remodeling ,transcription corepressor activity ,Chromatin Organization,darkviolet,1,0,1,1.778333333,1.666,0,4.452666667,1.707,0,0,0,0,0,0,0,0,0,0,0,0,39.289,0,0,0
SMARCA5,O60264,9606.ENSP00000283131,0,B-WICH complex ,ATP-dependent chromatin remodeling ,chromatin binding ,Chromatin Organization,darkviolet,1,0,1,2.057666667,0,0,3.604,0,0,0,0,0,0,0,0,0,0,0,0,0,37.55166667,25.788,30.96866667,0
SMARCB1,Q12824,9606.ENSP00000340883,DSB,SWI/SNF complex,nucleosome disassembl,p53 binding,Chromatin Organization,darkviolet,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49.79466667,0,0,0
SMARCC1,Q92922,9606.ENSP00000254480,DSB,SWI/SNF complex,chromatin remodeling,chromatin binding,Chromatin Organization,darkviolet,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56.51833333,0,0,0
SMARCD1,Q96GM5,9606.ENSP00000378414,DSB,SWI/SNF comple,nucleosome disassembly,chromatin binding,Chromatin Organization,darkviolet,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44.94133333,0,0,0
SMC2,O95347,9606.ENSP00000286398,0,condensin complex,positive regulation of chromosome condensation,chromatin binding,Chromatin Organization,darkviolet,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.233,0,0,0
SMC3,Q9UQE7,9606.ENSP00000354720,0,cohesin complex ,DNA repair ,ATPase activity ,DNA Repair,firebrick1,2,0,1,2.607,2.158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.66033333,0,0,0
SMPD4,Q9NXE4,9606.ENSP00000386531,0,nuclear envelope,glycerophospholipid catabolic process,sphingomyelin phosphodiesterase activity,UPR,maroon,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.445,54.933,0,0
SMU1,Q2TAY7,9606.ENSP00000380336,0,nuclear speck ,"mRNA splicing, via spliceosome ",mRNA binding ,Cell Cycle regulation,coral1,0,0,2,2.569,4.354,1.873333333,5.867666667,8.310333333,4.450333333,2.503333333,3.724,2.766666667,2.885666667,4.694666667,6.627333333,4.787333333,4.843666667,43,0,0,0,56.88766667,45.83683333,0
SNAP23,O00161,9606.ENSP00000249647,0,nucleoplasm,exocytosis,SNAP receptor activity,Transcription Regulation,slateblue1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.248,0,0,0
SND1,Q7KZF4,9606.ENSP00000346762,HR,RISC complex ,"transcription, DNA-templated ",nuclease activity ,Cell Cycle regulation,coral1,0,2,4,3.76625,2.0895,4.7415,7.3545,8.251166667,6.3335,1.9445,3.2115,1.3215,2.3585,6.625166667,9.133166667,2.0115,1.9385,0,43.32666667,58.18866667,0,69.63866667,62.81933333,57.41933333
SNRNP200,O75643,9606.ENSP00000317123,HR, spliceosomal complex,"mRNA splicing, via spliceosome ",RNA helicase activity ,RNA Metabolism,gold,3,0,2,4.651,4.142333333,5.038333333,8.618,8.07,4.671,2.690333333,4.088,0,2.889333333,5.252666667,6.455,2.767,2.684,0,0,0,0,48.55383333,54.44533333,0
SNRNP40,Q96DI7,9606.ENSP00000263694,HR,catalytic step 2 spliceosome ,"mRNA splicing, via spliceosome ",RNA binding ,RNA Metabolism,gold,0,0,2,2.223,0,4.305666667,5.656666667,5.555333333,2.998333333,2.918,1.470666667,0,2.807666667,4.703333333,6.398,4.215,0,0,0,20.11766667,0,32.93833333,37.67266667,0
SNRPA1,P09661,9606.ENSP00000254193,MMR,spliceosomal complex ,"mRNA splicing, via spliceosome ",RNA binding ,DNA Repair,firebrick1,3,0,0,2.508,2.191,2.165333333,6.751666667,6.138333333,5.186333333,3.039,3.578,0,2.947,5.341333333,5.094333333,2.362333333,5.340333333,0,0,0,0,0,0,0
SNRPD1,P62314,9606.ENSP00000300413,HR,SMN-Sm protein complex ,"mRNA splicing, via spliceosome ",RNA binding ,RNA Metabolism,gold,5,0,0,3.578,2.588333333,4.908,3.845333333,6.358,5.745,5.642333333,5.195333333,2.579666667,3.242666667,5.428,6.809,2.950666667,5.661333333,0,0,0,0,0,0,0
SNRPD3,P62318,9606.ENSP00000215829,0,SMN-Sm protein complex ,"mRNA splicing, via spliceosome ",telomerase RNA binding ,Chromatin Organization,darkviolet,2,0,2,3.758166667,2.045666667,2.301666667,0,2.602666667,1.727666667,1.886333333,3.515833333,4.272166667,4.162833333,4.8835,6.2755,4.9515,4.9215,0,0,0,0,0,30.76233333,0
SNRPE,P62304,9606.ENSP00000400591,0,telomerase holoenzyme complex ,"mRNA splicing, via spliceosome ",RNA binding ,RNA Metabolism,gold,0,0,0,0,0,0,0,2.946,3.658,0,1.724,0,0,0,0,0,0,0,0,0,0,0,0,0
SNRPF,P62306,9606.ENSP00000266735,0,spliceosomal complex ,"mRNA splicing, via spliceosome ",RNA binding ,RNA Metabolism,gold,3,0,1,2.335,0,0,3.034333333,3.516333333,0,0,1.580333333,0,0,0,0,0,0,0,0,0,14.075,0,0,0
SNW1,Q13573,9606.ENSP00000261531,HR,spliceosomal complex ,histone H3-K4 methylation ,transcription coactivator activity ,DNA Repair,firebrick1,0,0,0,0,0,1.927666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SON,P18583,9606.ENSP00000348984,0,nuclear speck ,RNA processing ,RNA binding ,Cell Cycle regulation,coral1,2,0,4,2.555,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0
SPOUT1,Q5T280,9606.ENSP00000354812,0,kinetochore ,cell cycle ,methyltransferase activity ,Chromatin Organization,darkviolet,0,0,3,0,0,0,1.333333333,0,0,1.953,0,0,0,0,0,0,0,0,0,0,0,36.88966667,0,0
SPTAN1,Q13813,9606.ENSP00000361824,0,spectrin ,actin filament capping ,structural constituent of cytoskeleton ,DNA Repair,firebrick1,4,0,0,8.73,8.703666667,9.178,10.439,11.80433333,9.922,9.86733333,7.886,8.458333333,7.996333333,9.903333333,8.614,5.856333333,7.82,0,0,0,0,0,0,0
SPTBN1,Q01082,9606.ENSP00000349259,NHEJ,nucleolus ,actin filament capping ,RNA binding ,Cell Cycle regulation,coral1,0,0,0,8.0775,6.655333333,8.821666667,9.181333333,10.67833333,8.155666667,8.609,6.443833333,4.797166667,6.845166667,8.800833333,7.3765,5.993166667,6.366833333,0,0,0,0,0,0,0
SPTBN2,O15020,9606.ENSP00000432568,0,spectrin ,actin filament capping ,structural constituent of cytoskeleton ,DNA Repair,firebrick1,4,3,0,0.818666667,0,0.896666667,0,2.394,0,0.912666667,0,0,0,0,2.198666667,0,0,0,0,0,0,0,0,0
