NAME,UniprotID,SensorID_Presence,CellCompartment,ProteinName,DNA_Repair,GO_CC,GO_BP,GO_MF,stringId,An.color,An.number,Annotation,Sirt6ID_IR2h,Ku80ID_IR2h,Mre11ID_IR2h,Sirt6_shScr.logFC,Sirt6_shNcl.logFC,Sirt6_DiffBound.logFC,Ku80ID_shScr.logFC,Ku80ID_shNcl.logFC,Ku80ID_DiffBound.logFC,Mre11_shScr.logFC,Mre11_shNcl.logFC,Mre11_DiffBound.logFC,Sirt6_shScr.Treatment,Sirt6_shNcl.Treatment,Sirt6_DiffBound.Treatment,Ku80ID_shScr.Treatment,Ku80ID_shNcl.Treatment,Ku80ID_DiffBound.Treatment,Mre11_shScr.Treatment,Mre11_shNcl.Treatment,Mre11_DiffBound.Treatment,Sirt6_shScr.T.Test,Sirt6_shNcl.T.Test,Sirt6_DiffBound.T.Test,Ku80ID_shScr.T.Test,Ku80ID_shNcl.T.Test,Ku80ID_DiffBound.T.Test,Mre11_shScr.T.Test,Mre11_shNcl.T.Test,Mre11_DiffBound.T.Test,Sirt6ID_Presence,Ku80_Prescence,Mre11_Prescence,Sirt6_shScr.p.mod,Sirt6_shScr.q.ord,Sirt6_shScr.q.mod,Sirt6_shNcl.p.mod,Sirt6_shNcl.q.ord,Sirt6_shNcl.q.mod,Sirt6_DiffBound.p.mod,Sirt6_DiffBound.q.ord,Sirt6_DiffBound.q.mod,Ku80ID_shScr.p.mod,Ku80ID_shScr.q.ord,Ku80ID_shScr.q.mod,Ku80ID_shNcl.p.mod,Ku80ID_shNcl.q.ord,Ku80ID_shNcl.q.mod,Ku80ID_DiffBound.p.mod,Ku80ID_DiffBound.q.ord,Ku80ID_DiffBound.q.mod,Mre11_shScr.p.mod,Mre11_shScr.q.ord,Mre11_shScr.q.mod,Mre11_shNcl.p.mod,Mre11_shNcl.q.ord,Mre11_shNcl.q.mod,Mre11_DiffBound.p.mod,Mre11_DiffBound.q.ord,Mre11_DiffBound.q.mod,Time.Point,Order
SRSF2,Q01130,0,Nucleoplasm,Serine and arginine rich splicing factor 2,0,cytosol [GO:0005829]; interchromatin granule [GO:0035061]; nuclear speck [GO:0016607]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]; perichromatin fibrils [GO:0005726]; spliceosomal complex [GO:0005681],"mRNA processing, mRNA splicing",RNA-binding,9606.ENSP00000376276,gold,8,RNA Metabolism,0,0,0,5.143777778,0,0,0,0,0,0,0,0,shScramble,0,0,0,0,0,0,0,0,shScr_vs_Cneg,0,0,0,0,0,0,0,0,Sirt6,0,0,9.40043E-08,4.14598E-08,2.85991E-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,IR2h,3
SNRNP70,P08621,0,Nucleoplasm,Small nuclear ribonucleoprotein U1 subunit 70,0,nuclear speck [GO:0016607]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]; spliceosomal complex [GO:0005681]; U1 snRNP [GO:0005685]; U2-type prespliceosome [GO:0071004],mRNA processing,"Ribonucleoprotein, RNA-binding",9606.ENSP00000472998,gold,8,RNA Metabolism,0,0,0,3.565444444,0,-3.1,0,0,0,0,0,0,shScramble,0,shScramble,0,0,0,0,0,0,shScr_vs_Cneg,0,shNcl_vs_shScr,0,0,0,0,0,0,Sirt6,0,0,9.41476E-06,1.97259E-06,3.26134E-06,0,0,0,0.035793912,0.122545694,0.105799654,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,IR2h,3
SF3B4,Q15427,0,Nucleoplasm,Splicing factor 3b subunit 4,HR,nucleoplasm [GO:0005654]; nucleus [GO:0005634]; spliceosomal complex [GO:0005681]; U12-type spliceosomal complex [GO:0005689]; U2 snRNP [GO:0005686]; U2-type precatalytic spliceosome [GO:0071005]; U2-type spliceosomal complex [GO:0005684],"mRNA processing, mRNA splicing",RNA-binding,9606.ENSP00000271628,gold,8,RNA Metabolism,0,0,0,4.531555556,0,-6.633333333,0,0,0,0,0,0,shScramble,0,shScramble,0,0,0,0,0,0,shScr_vs_Cneg,0,shNcl_vs_shScr,0,0,0,0,0,0,Sirt6,0,0,0.001920385,0.00073321,0.000377531,0,0,0,0.002724387,0.101712084,0.045636131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,IR2h,3
TOE1,Q96GM8,0,Nucleoplasm,"Target of EGR1, exonuclease",0,Cajal body [GO:0015030]; cytoplasm [GO:0005737]; nuclear body [GO:0016604]; nuclear speck [GO:0016607]; nucleolus [GO:0005730]; nucleoplasm [GO:0005654],snRNA 3'-end processing [GO:0034472],3'-5'-RNA exonuclease activity [GO:0000175]; metal ion binding [GO:0046872]; poly(A)-specific ribonuclease activity [GO:0004535]; snRNA binding [GO:0017069],9606.ENSP00000361162,gold,8,RNA Metabolism,0,0,0,4.279333333,0,-6.318333333,0,0,0,0,0,0,shScramble,0,shScramble,0,0,0,0,0,0,shScr_vs_Cneg,0,shNcl_vs_shScr,0,0,0,0,0,0,Sirt6,0,0,0.003613983,0.001097515,0.00060158,0,0,0,0.007261945,0.114808987,0.050158614,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,IR2h,3
ZCCHC8,Q6NZY4,0,Nucleoplasm,Zinc finger CCHC-type containing 8,0,catalytic step 2 spliceosome [GO:0071013]; nuclear body [GO:0016604]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]; TRAMP complex [GO:0031499],"mRNA processing, mRNA splicing",RNA binding [GO:0003723]; zinc ion binding [GO:0008270],9606.ENSP00000438993,gold,8,RNA Metabolism,0,0,0,3.193666667,0,-5.206666667,0,0,0,0,0,0,shScramble,0,shScramble,0,0,0,0,0,0,shScr_vs_Cneg,0,shNcl_vs_shScr,0,0,0,0,0,0,Sirt6,0,0,0.00450114,0.001142724,0.000705422,0,0,0,0.005146759,0.101712084,0.045636131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,IR2h,3
LSM3,P62310,0,Nucleoplasm/Nucleoli,"LSM3 homolog, U6 small nuclear RNA and mRNA degradation associated",0,catalytic step 2 spliceosome [GO:0071013]; cytosol [GO:0005829]; Lsm1-7-Pat1 complex [GO:1990726]; Lsm2-8 complex [GO:0120115]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]; P-body [GO:0000932]; precatalytic spliceosome [GO:0071011]; U2-type precatalytic spliceosome [GO:0071005]; U4/U6 x U5 tri-snRNP complex [GO:0046540]; U6 snRNP [GO:0005688],"mRNA processing, mRNA splicing","Ribonucleoprotein, RNA-binding",9606.ENSP00000302160,gold,8,RNA Metabolism,0,0,0,3.698,0,0,0,0,0,0,0,0,shScramble,0,0,0,0,0,0,0,0,shScr_vs_Cneg,0,0,0,0,0,0,0,0,Sirt6,0,0,0.00476457,0.00125634,0.000734673,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,IR2h,3
NOL8,Q76FK4,0,Nucleoplasm/Nucleoli,Nucleolar protein 8,0,chromosome [GO:0005694]; nucleolus [GO:0005730],rRNA processing,RNA-binding,9606.ENSP00000441140,gold,8,RNA Metabolism,0,0,0,5.150111111,0,0,0,0,0,0,0,0,shScramble,0,0,0,0,0,0,0,0,shScr_vs_Cneg,0,0,0,0,0,0,0,0,Sirt6,0,0,2.31826E-05,1.67005E-05,7.75E-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,IR2h,3
U2AF2,P26368,U2AF2,Nucleoplasm,U2 small nuclear RNA auxiliary factor 2,0,spliceosomal complex,"mRNA splicing, via spliceosome",RNA binding,9606.ENSP00000307863,gold,8,RNA Metabolism,0,0,0,5.999888889,0,0,0,0,0,0,0,0,shScramble,0,0,0,0,0,0,0,0,shScr_vs_Cneg,0,0,0,0,0,0,0,0,Sirt6,0,0,0.000532932,0.000332587,0.000144695,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,IR2h,3
SRPK1,Q96SB4,SRPK1,Nucleoplasm,SRSF protein kinase 1,0,chromatin,protein phosphorylation,protein kinase activity,9606.ENSP00000362931,gold,8,RNA Metabolism,0,0,0,5.108888889,0,-7.156333333,0,0,0,0,0,0,shScramble,0,shScramble,0,0,0,0,0,0,shScr_vs_Cneg,0,shNcl_vs_shScr,0,0,0,0,0,0,Sirt6,0,0,0.000201022,0.000133208,6.01917E-05,0,0,0,0.000855501,0.090866331,0.030882648,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,IR2h,3
RRP7A,Q9Y3A4,0,Nucleoplasm/Nucleoli,Ribosomal RNA processing 7 homolog A,0,centrosome [GO:0005813]; cilium [GO:0005929]; CURI complex [GO:0032545]; cytoplasm [GO:0005737]; nucleolus [GO:0005730]; nucleoplasm [GO:0005654]; small-subunit processome [GO:0032040]; UTP-C complex [GO:0034456],blastocyst formation [GO:0001825]; cilium disassembly [GO:0061523]; protein localization to nucleolus [GO:1902570]; ribosomal small subunit assembly [GO:0000028]; ribosomal small subunit biogenesis [GO:0042274]; ribosome biogenesis [GO:0042254]; rRNA processing [GO:0006364],RNA-binding,9606.ENSP00000321449,gold,8,RNA Metabolism,0,0,0,4.853333333,0,-7.146333333,0,0,0,0,0,0,shScramble,0,shScramble,0,0,0,0,0,0,shScr_vs_Cneg,0,shNcl_vs_shScr,0,0,0,0,0,0,Sirt6,0,0,0.008927905,0.002136572,0.001226999,0,0,0,0.004669322,0.113802091,0.045636131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,IR2h,3
SCAF11,Q99590,0,Nucleoplasm/Nucleoli,SR-related CTD associated factor 11,0,nuclear body [GO:0016604]; nucleolus [GO:0005730]; nucleoplasm [GO:0005654],"mRNA processing, mRNA splicing",metal ion binding [GO:0046872]; RNA binding [GO:0003723],9606.ENSP00000358374,gold,8,RNA Metabolism,0,0,0,4.267111111,0,-4.22,0,0,0,0,0,0,shScramble,0,shScramble,0,0,0,0,0,0,shScr_vs_Cneg,0,shNcl_vs_shScr,0,0,0,0,0,0,Sirt6,0,0,0.002545821,0.000859083,0.000459979,0,0,0,0.015509488,0.114808987,0.063211128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,IR2h,3
WDR55,Q9H6Y2,0,Nucleoplasm/Nucleoli,WD repeat domain 55,0,cytoplasm [GO:0005737]; nucleolus [GO:0005730]; nucleoplasm [GO:0005654],rRNA processing,0,9606.ENSP00000351100,gold,8,RNA Metabolism,0,0,0,3.609444444,0,-5.620666667,0,0,0,0,0,0,shScramble,0,shScramble,0,0,0,0,0,0,shScr_vs_Cneg,0,shNcl_vs_shScr,0,0,0,0,0,0,Sirt6,0,0,0.001980068,0.000682223,0.000385675,0,0,0,0.003500218,0.101712084,0.045636131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,IR2h,3
PTBP3,O95758,PTBP3,Nucleoplasm,Polypyrimidine tract binding protein 3,0,nucleus,RNA splicing,mRNA binding,9606.ENSP00000414921,gold,8,RNA Metabolism,0,0,0,4.473777778,0,-5.868333333,0,0,0,0,0,0,shScramble,0,shScramble,0,0,0,0,0,0,shScr_vs_Cneg,0,shNcl_vs_shScr,0,0,0,0,0,0,Sirt6,0,0,5.4162E-06,2.50178E-06,1.91248E-06,0,0,0,0.004811102,0.108754902,0.045636131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,IR2h,3
PPIL1,Q9Y3C6,PPIL1,Nucleoli,Peptidylprolyl isomerase like 1,0,catalytic step 2 spliceosome ,"mRNA splicing, via spliceosome ",mRNA binding ,9606.ENSP00000362803,gold,8,RNA Metabolism,Q9Y3C6,0,0,5.263444444,0,-6.658,0,0,0,0,0,0,shScramble,0,shScramble,0,0,0,0,0,0,shScr_vs_Cneg,0,shNcl_vs_shScr,0,0,0,0,0,0,Sirt6,0,0,6.26362E-05,4.54801E-05,1.98495E-05,0,0,0,0.006934972,0.114808987,0.04957327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,IR2h,3
ADARB2,Q9NS39,0,Nucleus_1,Double-stranded RNA-specific editase B2 ,0,cytoplasm [GO:0005737]; nucleolus [GO:0005730],adenosine to inosine editing [GO:0006382]; mRNA processing [GO:0006397]; RNA processing [GO:0006396],adenosine deaminase activity [GO:0004000]; double-stranded RNA adenosine deaminase activity [GO:0003726]; double-stranded RNA binding [GO:0003725]; metal ion binding [GO:0046872]; RNA binding [GO:0003723]; single-stranded RNA binding [GO:0003727]; tRNA-specific adenosine deaminase activity [GO:0008251],9606.ENSP00000370713,gold,8,RNA Metabolism,0,0,0,5.422111111,0,-6.816666667,0,0,0,0,0,0,shScramble,0,shScramble,0,0,0,0,0,0,shScr_vs_Cneg,0,shNcl_vs_shScr,0,0,0,0,0,0,Sirt6,0,0,1.4602E-07,5.71748E-08,2.85991E-07,0,0,0,0.001594301,0.101712084,0.045636131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,IR2h,3
IGF2BP1,Q9NZI8,IGF2BP1,Nucleoplasm,Insulin-like growth factor 2 mRNA-binding protein 1 ,0,CRD-mediated mRNA stability complex,CRD-mediated mRNA stabilization,mRNA 3'-UTR binding,9606.ENSP00000290341,gold,8,RNA Metabolism,0,0,0,3.486222222,0,0,0,0,0,0,0,0,shScramble,0,0,0,0,0,0,0,0,shScr_vs_Cneg,0,0,0,0,0,0,0,0,Sirt6,0,0,0.001078166,0.000430853,0.000252766,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,IR2h,3
CRNKL1,Q9BZJ0,0,Nucleus_1,Crooked neck-like protein 1 ,HR,catalytic step 2 spliceosome [GO:0071013]; nuclear speck [GO:0016607]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]; post-mRNA release spliceosomal complex [GO:0071014]; Prp19 complex [GO:0000974]; spliceosomal complex [GO:0005681]; U2-type catalytic step 2 spliceosome [GO:0071007],"mRNA splicing, via spliceosome [GO:0000398]; spliceosomal complex assembly [GO:0000245]",RNA binding [GO:0003723],9606.ENSP00000366557,gold,8,RNA Metabolism,0,0,0,5.449111111,0,0,0,0,0,0,0,0,shScramble,0,0,0,0,0,0,0,0,shScr_vs_Cneg,0,0,0,0,0,0,0,0,Sirt6,0,0,3.64319E-07,1.92308E-07,2.85991E-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,IR2h,3
CDCA7,Q9BWT1,0,Nucleoplasm,Cell division cycle associated 7,0,cytosol [GO:0005829]; nucleoplasm [GO:0005654]; nucleus [GO:0005634],"Apoptosis, Transcription, Transcription regulation",0,9606.ENSP00000306968,slateblue1,9,Transcription Regulation,0,0,0,3.650111111,0,-5.044666667,0,0,0,0,0,0,shScramble,0,shScramble,0,0,0,0,0,0,shScr_vs_Cneg,0,shNcl_vs_shScr,0,0,0,0,0,0,Sirt6,0,0,5.61718E-07,4.14598E-08,2.85991E-07,0,0,0,0.005684907,0.101712084,0.045636131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,IR2h,3
EBF2,Q9HAK2,0,Nucleoplasm,EBF transcription factor 2,0,chromatin [GO:0000785]; nucleus [GO:0005634],"Transcription, Transcription regulation","Activator, Developmental protein, DNA-binding",9606.ENSP00000430241,slateblue1,9,Transcription Regulation,0,0,0,7.552555556,0,0,0,0,0,0,0,0,shScramble,0,0,0,0,0,0,0,0,shScr_vs_Cneg,0,0,0,0,0,0,0,0,Sirt6,0,0,6.01393E-06,7.02545E-06,2.1161E-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,IR2h,3
PBX1,P40424,0,Nucleoplasm,PBX homeobox 1,0,chromatin [GO:0000785]; cytoplasm [GO:0005737]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]; RNA polymerase II transcription regulator complex [GO:0090575],"Differentiation, Sexual differentiation, Steroidogenesis, Transcription, Transcription regulation","Activator, Developmental protein, DNA-binding, Repressor",9606.ENSP00000405890,slateblue1,9,Transcription Regulation,0,0,0,3.127333333,0,-5.111666667,0,0,0,0,0,0,shScramble,0,shScramble,0,0,0,0,0,0,shScr_vs_Cneg,0,shNcl_vs_shScr,0,0,0,0,0,0,Sirt6,0,0,0.005976851,0.001383029,0.000881031,0,0,0,0.008336592,0.113012483,0.052111163,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,IR2h,3
TRIM33,Q9UPN9,0,Nucleoplasm,Tripartite motif containing 33,0,chromatin [GO:0000785]; nucleoplasm [GO:0005654]; nucleus [GO:0005634],"Transcription, Transcription regulation, Ubl conjugation pathway","DNA-binding, Repressor, Transferase",9606.ENSP00000351250,slateblue1,9,Transcription Regulation,0,0,0,3.128222222,0,0,0,0,0,0,0,0,shScramble,0,0,0,0,0,0,0,0,shScr_vs_Cneg,0,0,0,0,0,0,0,0,Sirt6,0,0,0.019215882,0.003498855,0.002334129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,IR2h,3
ZNF22,P17026,0,Nucleoplasm,Zinc finger protein 22,0,nucleoplasm [GO:0005654]; nucleus [GO:0005634],"Transcription, Transcription regulation",DNA-binding,9606.ENSP00000298299,slateblue1,9,Transcription Regulation,0,0,0,2.721777778,0,-4.116333333,0,0,0,0,0,0,shScramble,0,shScramble,0,0,0,0,0,0,shScr_vs_Cneg,0,shNcl_vs_shScr,0,0,0,0,0,0,Sirt6,0,0,3.91349E-05,3.19774E-06,1.26007E-05,0,0,0,0.017252604,0.115461608,0.066749174,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,IR2h,3
AFF4,Q9UHB7,0,Nucleoplasm/Nucleoli_FibrillarCenter,ALF transcription elongation factor 4,0,euchromatin [GO:0000791]; fibrillar center [GO:0001650]; nucleoplasm [GO:0005654]; super elongation complex [GO:0032783]; transcription elongation factor complex [GO:0008023],"Transcription, Transcription regulation",0,9606.ENSP00000265343,slateblue1,9,Transcription Regulation,0,0,0,3.094777778,3.025444444,0,0,0,0,0,0,0,shScramble,shNcl,0,0,0,0,0,0,0,shScr_vs_Cneg,shNcl_vs_Cneg,0,0,0,0,0,0,0,Sirt6,0,0,6.17977E-05,1.40811E-05,1.96458E-05,0.007593833,0.008141307,0.005770792,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,IR2h,3
FUBP1,Q96AE4,FUBP1,Nucleoplasm,Far upstream element binding protein 1,HR,nucleoplasm ,"transcription, DNA-templated ",single-stranded DNA binding ,9606.ENSP00000359804,slateblue1,9,Transcription Regulation,0,0,0,4.297666667,4.821333333,0,0,0,0,0,0,0,shScramble,shNcl,0,0,0,0,0,0,0,shScr_vs_Cneg,shNcl_vs_Cneg,0,0,0,0,0,0,0,Sirt6,0,0,0.008346959,0.001994819,0.001166416,0.008015117,0.011842819,0.005993232,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,IR2h,3
RFX1,P22670,RFX1,Nucleoplasm,Regulatory factor X1,0,chromatin,regulation of transcription from RNA polymerase II promoter,RNA polymerase II transcription factor activity,9606.ENSP00000254325,slateblue1,9,Transcription Regulation,0,0,0,3.537666667,0,-5.592,0,0,0,0,0,0,shScramble,0,shScramble,0,0,0,0,0,0,shScr_vs_Cneg,0,shNcl_vs_shScr,0,0,0,0,0,0,Sirt6,0,0,0.009080771,0.002020888,0.001242562,0,0,0,0.009441509,0.115319001,0.053935603,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,IR2h,3
SCML2,Q9UQR0,SCML2,Nucleoli,Scm polycomb group protein like 2,BER,PcG protein complex ,"negative regulation of transcription, DNA-templated ",chromatin binding ,9606.ENSP00000251900,slateblue1,9,Transcription Regulation,0,0,0,4.892,7.940333333,0,0,0,0,0,0,0,shScramble,shNcl,0,0,0,0,0,0,0,shScr_vs_Cneg,shNcl_vs_Cneg,0,0,0,0,0,0,0,Sirt6,0,0,0.000887156,0.000451802,0.000217106,1.14826E-05,0.000317763,7.45805E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,IR2h,3
TOX4,O94842,TOX4,Nucleoplasm,TOX high mobility group box family member 4,0,PTW/PP1 phosphatase complex ,"transcription, DNA-templated ",chromatin DNA binding ,9606.ENSP00000477868,slateblue1,9,Transcription Regulation,0,0,0,0,7.802333333,12.36066667,0,0,0,0,0,0,0,shNcl,shNcl,0,0,0,0,0,0,0,shNcl_vs_Cneg,shNcl_vs_shScr,0,0,0,0,0,0,Sirt6,0,0,0,0,0,3.83161E-05,0.000705898,0.000170365,1.6756E-05,0.021898192,0.003695829,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,IR2h,3
ZNF280C,Q8ND82,ZNF280C,Nucleoplasm/Nucleoli_FibrillarCenter,Zinc finger protein 280C,0,nucleus ,"transcription, DNA-templated ",ubiquitin protein ligase binding ,9606.ENSP00000360017,slateblue1,9,Transcription Regulation,0,0,0,3.785222222,5.910888889,0,0,0,0,0,0,0,shScramble,shNcl,0,0,0,0,0,0,0,shScr_vs_Cneg,shNcl_vs_Cneg,0,0,0,0,0,0,0,Sirt6,0,0,0.003694208,0.00106838,0.000612397,0.000151977,0.001351878,0.000436007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,IR2h,3
NAA10,P41227,0,Nucleoli,"N-alpha-acetyltransferase 10, NatA catalytic subunit",0,cytoplasm [GO:0005737]; cytosol [GO:0005829]; membrane [GO:0016020]; NatA complex [GO:0031415]; nucleolus [GO:0005730]; nucleus [GO:0005634],"chromosome organization [GO:0051276]; internal protein amino acid acetylation [GO:0006475]; N-terminal protein amino acid acetylation [GO:0006474]; negative regulation of maintenance of mitotic sister chromatid cohesion, centromeric [GO:2000719]; protein acetylation [GO:0006473]","Acyltransferase, Transferase",9606.ENSP00000417763,slateblue1,9,Transcription Regulation,0,0,0,4.004444444,0,-5.399,0,0,0,0,0,0,shScramble,0,shScramble,0,0,0,0,0,0,shScr_vs_Cneg,0,shNcl_vs_shScr,0,0,0,0,0,0,Sirt6,0,0,1.45321E-07,4.14598E-08,2.85991E-07,0,0,0,0.003851346,0.101712084,0.045636131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,IR2h,3
BRD4,O60885,0,Nucleoplasm,Bromodomain containing 4,0,chromosome [GO:0005694]; condensed nuclear chromosome [GO:0000794]; nucleoplasm [GO:0005654]; nucleus [GO:0005634],"DNA damage, Host-virus interaction, Transcription, Transcription regulation",Chromatin regulator,9606.ENSP00000263377,slateblue1,9,Transcription Regulation,0,0,0,2.965111111,6.306777778,3.341666667,0,0,0,0,0,0,shScramble,shNcl,shNcl,0,0,0,0,0,0,shScr_vs_Cneg,shNcl_vs_Cneg,shNcl_vs_shScr,0,0,0,0,0,0,Sirt6,0,0,0.013027212,0.002495492,0.001673603,4.48887E-05,0.00060968,0.000190633,0.026726698,0.114808987,0.086919365,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,IR2h,3
BPTF,Q12830,0,Nucleoplasm,Bromodomain PHD finger transcription factor,0,ATPase complex [GO:1904949]; cell body [GO:0044297]; chromatin [GO:0000785]; cytoplasm [GO:0005737]; dendrite [GO:0030425]; extracellular exosome [GO:0070062]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]; NURF complex [GO:0016589]; perinuclear region of cytoplasm [GO:0048471],"Transcription, Transcription regulation",Chromatin regulator,9606.ENSP00000307208,slateblue1,9,Transcription Regulation,0,0,0,2.852777778,0,-4.247333333,0,0,0,0,0,0,shScramble,0,shScramble,0,0,0,0,0,0,shScr_vs_Cneg,0,shNcl_vs_shScr,0,0,0,0,0,0,Sirt6,0,0,1.83186E-05,1.17563E-06,6.1547E-06,0,0,0,0.01447084,0.114808987,0.061583842,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,IR2h,3
CTBP1,Q13363,0,Nucleoplasm,C-terminal binding protein 1,0,GABA-ergic synapse [GO:0098982]; glutamatergic synapse [GO:0098978]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]; presynaptic active zone cytoplasmic component [GO:0098831]; transcription repressor complex [GO:0017053],"Differentiation, Host-virus interaction, Transcription, Transcription regulation","Oxidoreductase, Repressor",9606.ENSP00000290921,slateblue1,9,Transcription Regulation,0,0,0,3.346444444,0,-4.741,0,0,0,0,0,0,shScramble,0,shScramble,0,0,0,0,0,0,shScr_vs_Cneg,0,shNcl_vs_shScr,0,0,0,0,0,0,Sirt6,0,0,1.96782E-06,7.28188E-08,7.16244E-07,0,0,0,0.008038235,0.108754902,0.051661318,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,IR2h,3
CCNT1,O60563,0,Nucleoplasm,Cyclin T1,0,cyclin/CDK positive transcription elongation factor complex [GO:0008024]; cytosol [GO:0005829]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]; P-TEFb complex [GO:0070691],"Cell cycle, Cell division, Host-virus interaction, Transcription, Transcription regulation",Cyclin,9606.ENSP00000261900,slateblue1,9,Transcription Regulation,0,0,0,0,6.061888889,0,0,0,0,0,0,0,0,shNcl,0,0,0,0,0,0,0,0,shNcl_vs_Cneg,0,0,0,0,0,0,0,Sirt6,0,0,0,0,0,1.92144E-05,0.000298116,0.000104851,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,IR2h,3
DIDO1,Q9BTC0,0,Nucleoplasm,Death inducer-obliterator 1,0,cytoplasm [GO:0005737]; nucleus [GO:0005634]; spindle [GO:0005819],Apoptosis,metal ion binding [GO:0046872]; RNA binding [GO:0003723],9606.ENSP00000266070,slateblue1,9,Transcription Regulation,0,0,0,2.780222222,6.515555556,3.735333333,0,0,0,0,0,0,shScramble,shNcl,shNcl,0,0,0,0,0,0,shScr_vs_Cneg,shNcl_vs_Cneg,shNcl_vs_shScr,0,0,0,0,0,0,Sirt6,0,0,0.004139434,0.000984536,0.000663263,2.14368E-06,3.67545E-05,1.86867E-05,0.015459021,0.108885203,0.063211128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,IR2h,3
GTF2H4,Q92759,0,Nucleoplasm,General transcription factor IIH subunit 4,NER,core TFIIH complex portion of holo TFIIH complex [GO:0000438]; nuclear speck [GO:0016607]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]; transcription factor TFIID complex [GO:0005669]; transcription factor TFIIH core complex [GO:0000439]; transcription factor TFIIH holo complex [GO:0005675],"DNA damage, DNA repair, Transcription, Transcription regulation",ATPase activator activity [GO:0001671]; double-stranded DNA binding [GO:0003690]; RNA polymerase II general transcription initiation factor activity [GO:0016251],9606.ENSP00000259895,slateblue1,9,Transcription Regulation,0,0,0,4.823444444,0,-4.288666667,0,0,0,0,0,0,shScramble,0,shScramble,0,0,0,0,0,0,shScr_vs_Cneg,0,shNcl_vs_shScr,0,0,0,0,0,0,Sirt6,0,0,6.09708E-07,2.14156E-07,2.85991E-07,0,0,0,0.010188794,0.107832306,0.054232641,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,IR2h,3
