NAME,UniprotID,ProteinName,CellCompartment,DNA_Repair,GO_CC,GO_BP,GO_MF,stringId,Annotation,An.color,An.number,shScr.logFC,shNcl.logFC,shScr.Presence,shNcl.Presence,Time.Point,Order,Sensor
NFXL1,Q6ZNB6,"Nuclear transcription factor, X-box binding like 1",Nucleoplasm,0,chromatin [GO:0000785]; membrane [GO:0016020]; nucleus [GO:0005634],regulation of DNA-templated transcription [GO:0006355],"DNA-binding transcription factor activity, RNA polymerase II-specific [GO:0000981]; RNA polymerase II transcription regulatory region sequence-specific DNA binding [GO:0000977]; zinc ion binding [GO:0008270]",9606.ENSP00000422037,Transcription Regulation,slateblue1,9,0,5.286444444,0,shNcl,IR2h,3,Mre11ID
PA2G4,Q9UQ80,Proliferation-associated protein 2G4 ,Nucleoplasm,0,nucleolus ,rRNA processing ,ubiquitin protein ligase binding ,9606.ENSP00000302886,Transcription Regulation,slateblue1,9,7.098777778,6.837111111,shScramble,shNcl,IR2h,3,Mre11ID
PNN,Q9H307,"Pinin, desmosome associated protein",Nucleoplasm,0,nuclear speck ,"mRNA splicing, via spliceosome ",DNA binding ,9606.ENSP00000216832,Transcription Regulation,slateblue1,9,0,5.802333333,0,shNcl,IR2h,3,Mre11ID
POLR2E,P19388,"RNA polymerase II, I and III subunit E",Nucleoplasm,HR,"RNA polymerase II, core complex ","transcription, DNA-templated ",DNA binding ,9606.ENSP00000478303,Transcription Regulation,slateblue1,9,4.704555556,4.586222222,shScramble,shNcl,IR2h,3,Mre11ID
PRDX4,Q13162,Peroxiredoxin-4 ,Nucleoplasm,0,nucleus,response to oxidative stress,peroxidase activity,9606.ENSP00000368646,Transcription Regulation,slateblue1,9,0,5.310777778,0,shNcl,IR2h,3,Mre11ID
PRPF6,O94906,Pre-mRNA processing factor 6,Nucleoplasm,HR,spliceosomal complex ,"mRNA splicing, via spliceosome ",RNA binding ,9606.ENSP00000266079,Transcription Regulation,slateblue1,9,6.214111111,7.908444444,shScramble,shNcl,IR2h,3,Mre11ID
PTGES2,Q9H7Z7,Prostaglandin E synthase 2 ,Nucleoplasm,0,nucleus ,"positive regulation of transcription, DNA-templated ",DNA binding ,9606.ENSP00000345341,Transcription Regulation,slateblue1,9,0,3.356777778,0,shNcl,IR2h,3,Mre11ID
PTPN2,P17706,Protein tyrosine phosphatase non-receptor type 2,Nucleoplasm,0,cytoplasm [GO:0005737]; cytosol [GO:0005829]; endoplasmic reticulum [GO:0005783]; endoplasmic reticulum-Golgi intermediate compartment [GO:0005793]; endosome lumen [GO:0031904]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]; plasma membrane [GO:0005886],B cell differentiation [GO:0030183]; erythrocyte differentiation [GO:0030218]; glucose homeostasis [GO:0042593]; insulin receptor recycling [GO:0038020]; insulin receptor signaling pathway [GO:0008286]; negative regulation of cell population proliferation [GO:0008285]; negative regulation of chemotaxis [GO:0050922]; negative regulation of epidermal growth factor receptor signaling pathway [GO:0042059]; negative regulation of ERK1 and ERK2 cascade [GO:0070373]; negative regulation of inflammatory response [GO:0050728]; negative regulation of insulin receptor signaling pathway [GO:0046627]; negative regulation of interleukin-2-mediated signaling pathway [GO:1902206]; negative regulation of interleukin-4-mediated signaling pathway [GO:1902215]; negative regulation of interleukin-6-mediated signaling pathway [GO:0070104]; negative regulation of lipid storage [GO:0010888]; negative regulation of macrophage colony-stimulating factor signaling pathway [GO:1902227]; negative regulation of macrophage differentiation [GO:0045650]; negative regulation of platelet-derived growth factor receptor-beta signaling pathway [GO:2000587]; negative regulation of positive thymic T cell selection [GO:1902233]; negative regulation of protein tyrosine kinase activity [GO:0061099]; negative regulation of receptor signaling pathway via JAK-STAT [GO:0046426]; negative regulation of T cell receptor signaling pathway [GO:0050860]; negative regulation of transcription by RNA polymerase II [GO:0000122]; negative regulation of tumor necrosis factor-mediated signaling pathway [GO:0010804]; negative regulation of type I interferon-mediated signaling pathway [GO:0060339]; negative regulation of type II interferon-mediated signaling pathway [GO:0060336]; negative regulation of tyrosine phosphorylation of STAT protein [GO:0042532]; peptidyl-tyrosine dephosphorylation [GO:0035335]; positive regulation of endoplasmic reticulum stress-induced intrinsic apoptotic signaling pathway [GO:1902237]; positive regulation of gluconeogenesis [GO:0045722]; positive regulation of PERK-mediated unfolded protein response [GO:1903899]; regulation of hepatocyte growth factor receptor signaling pathway [GO:1902202]; regulation of type II interferon-mediated signaling pathway [GO:0060334]; T cell differentiation [GO:0030217],"Hydrolase, Protein phosphatase",9606.ENSP00000311857,Transcription Regulation,slateblue1,9,0,3.707777778,0,shNcl,IR2h,3,Mre11ID
RHOG,P84095,Rho-related GTP-binding protein RhoG,Nucleoplasm,0,cell cortex ,"transcription, DNA-templated ",protein kinase binding ,9606.ENSP00000339467,Transcription Regulation,slateblue1,9,6.302888889,4.470222222,shScramble,shNcl,IR2h,3,Mre11ID
SDHB,P21912,Succinate dehydrogenase complex iron sulfur subunit B,Nucleoplasm,0,mitochondrial inner membrane [GO:0005743]; mitochondrial matrix [GO:0005759]; mitochondrial membrane [GO:0031966]; mitochondrion [GO:0005739]; nucleoplasm [GO:0005654]; plasma membrane [GO:0005886]; respiratory chain complex II (succinate dehydrogenase) [GO:0045273],"Electron transport, Host-virus interaction, Transport, Tricarboxylic acid cycle",Oxidoreductase,9606.ENSP00000364649,Transcription Regulation,slateblue1,9,5.427444444,4.945111111,shScramble,shNcl,IR2h,3,Mre11ID
SKIC8,Q9GZS3,SKI8 subunit of superkiller complex,Nucleoplasm,0,Cdc73/Paf1 complex [GO:0016593]; cytoplasm [GO:0005737]; cytosol [GO:0005829]; euchromatin [GO:0000791]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]; Ski complex [GO:0055087],"Transcription, Transcription regulation, Wnt signaling pathway",0,9606.ENSP00000453801,Transcription Regulation,slateblue1,9,0,4.143777778,0,shNcl,IR2h,3,Mre11ID
SLC25A1,P53007,"Tricarboxylate transport protein, mitochondrial ",Nucleoplasm,0,nucleus,gluconeogenesis,citrate transmembrane transporter activity,9606.ENSP00000215882,Transcription Regulation,slateblue1,9,6.932666667,8.561,shScramble,shNcl,IR2h,3,Mre11ID
TBL1XR1,Q9BZK7,TBL1X/Y related 1,Nucleoplasm,0,histone deacetylase complex [GO:0000118]; mitotic spindle [GO:0072686]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]; transcription repressor complex [GO:0017053],"Transcription, Transcription regulation, Ubl conjugation pathway","Activator, Chromatin regulator, Repressor",9606.ENSP00000405574,Transcription Regulation,slateblue1,9,0,4.765444444,0,shNcl,IR2h,3,Mre11ID
TCERG1,O14776,Transcription elongation regulator 1,Nucleoplasm,0,nucleus,positive regulation of transcription from RNA polymerase II promoter,transcription coactivator activity,9606.ENSP00000296702,Transcription Regulation,slateblue1,9,0,3.893111111,0,shNcl,IR2h,3,Mre11ID
TFRC,P02786,Transferrin receptor protein 1 ,Nucleoplasm,0,nucleus ,positive regulation of NF-kappaB transcription factor activity ,protein kinase binding ,9606.ENSP00000376197,Transcription Regulation,slateblue1,9,7.420777778,8.487111111,shScramble,shNcl,IR2h,3,Mre11ID
TRAP1,Q12931,"Heat shock protein 75 kDa, mitochondrial ",Nucleoplasm,HR,nucleoplasm ,chaperone-mediated protein folding ,protein kinase binding ,9606.ENSP00000246957,Transcription Regulation,slateblue1,9,7.897555556,8.412555556,shScramble,shNcl,IR2h,3,Mre11ID
TRIM25,Q14258,Tripartite motif containing 25,Nucleoplasm,0,cytoplasm [GO:0005737]; cytoplasmic stress granule [GO:0010494]; cytosol [GO:0005829]; nuclear body [GO:0016604]; nucleoplasm [GO:0005654],"Antiviral defense, Host-virus interaction, Immunity, Innate immunity, Ubl conjugation pathway","Ligase, Transferase",9606.ENSP00000323889,Transcription Regulation,slateblue1,9,0,6.051777778,0,shNcl,IR2h,3,Mre11ID
YBX1,P67809,Y-box-binding protein 1 ,Nucleoplasm,0,CRD-mediated mRNA stability complex ,"transcription, DNA-templated ",chromatin binding ,9606.ENSP00000361626,Transcription Regulation,slateblue1,9,0,8.422,0,shNcl,IR2h,3,Mre11ID
YWHAB,P31946,14-3-3 protein beta/alpha ,Nucleoplasm,0,perinuclear region of cytoplasm ,"transcription, DNA-templated ",histone deacetylase binding ,9606.ENSP00000361930,Transcription Regulation,slateblue1,9,0,3.964333333,0,shNcl,IR2h,3,Mre11ID
YWHAQ,P27348,Tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein theta,Nucleoplasm,0,cytoplasm [GO:0005737]; cytosol [GO:0005829]; extracellular exosome [GO:0070062]; focal adhesion [GO:0005925]; membrane [GO:0016020]; nucleus [GO:0005634]; protein-containing complex [GO:0032991]; synapse [GO:0045202],negative regulation of DNA-templated transcription [GO:0045892]; negative regulation of monoatomic ion transmembrane transport [GO:0034766]; protein localization [GO:0008104]; protein targeting [GO:0006605]; signal transduction [GO:0007165]; small GTPase-mediated signal transduction [GO:0007264]; substantia nigra development [GO:0021762],14-3-3 protein binding [GO:0071889]; identical protein binding [GO:0042802]; protein domain specific binding [GO:0019904]; transmembrane transporter binding [GO:0044325],9606.ENSP00000371267,Transcription Regulation,slateblue1,9,0,4.112444444,0,shNcl,IR2h,3,Mre11ID
EWSR1,Q01844,EWS RNA binding protein 1,Nucleoplasm/Nucleoli,0,nucleolus ,rRNA processing ,transcription cofactor activity ,9606.ENSP00000400142,Transcription Regulation,slateblue1,9,4.967333333,5.295333333,shScramble,shNcl,IR2h,3,Mre11ID
IFI16,Q16666,Interferon gamma inducible protein 16,Nucleoplasm/Nucleoli,DSB,nuclear speck,negative regulation of transcription from RNA polymerase II promote,transcription factor binding,9606.ENSP00000357113,Transcription Regulation,slateblue1,9,5.013111111,7.803444444,shScramble,shNcl,IR2h,3,Mre11ID
ILF3,Q12906,Interleukin enhancer binding factor 3,Nucleoplasm/Nucleoli,0,ribonucleoprotein complex ,"transcription, DNA-templated ",DNA binding ,9606.ENSP00000404121,Transcription Regulation,slateblue1,9,6.313888889,6.395222222,shScramble,shNcl,IR2h,3,Mre11ID
NKRF,O15226,NFKB repressing factor,Nucleoplasm/Nucleoli,0,nucleus,"negative regulation of transcription, DNA-templated",RNA polymerase II core promoter proximal region sequence-specific DNA binding,9606.ENSP00000442308,Transcription Regulation,slateblue1,9,6.52,5.559666667,shScramble,shNcl,IR2h,3,Mre11ID
XRN2,Q9H0D6,5'-3' exoribonuclease 2,Nucleoplasm/Nucleoli,0,nucleoplasm ,"transcription, DNA-templated ",nuclease activity ,9606.ENSP00000366396,Transcription Regulation,slateblue1,9,0,6.761666667,0,shNcl,IR2h,3,Mre11ID
ALDOC,P09972,"Aldolase, fructose-bisphosphate C",Nucleoplasm/Nucleoli_FibrillarCenter,0,cytosol,gluconeogenesis,fructose-bisphosphate aldolase activity,9606.ENSP00000378731,Transcription Regulation,slateblue1,9,4.243444444,5.601777778,shScramble,shNcl,IR2h,3,Mre11ID
POLR1C,O15160,RNA polymerase I and III subunit C,Nucleoplasm/Nucleoli_FibrillarCenter,0,fibrillar center,transcription from RNA polymerase I promoter,RNA polymerase I activity,9606.ENSP00000496044,Transcription Regulation,slateblue1,9,0,5.653888889,0,shNcl,IR2h,3,Mre11ID
POLR1E,Q9GZS1,RNA polymerase I subunit E,Nucleoplasm/Nucleoli_FibrillarCenter,HR,fibrillar center,"transcription, DNA-templated",RNA polymerase I transcription factor binding,9606.ENSP00000367029,Transcription Regulation,slateblue1,9,3.938111111,4.145111111,shScramble,shNcl,IR2h,3,Mre11ID
MVP,Q14764,Major vault protein ,Nucleus_1,0,cytoplasm [GO:0005737]; cytoskeleton [GO:0005856]; cytosol [GO:0005829]; extracellular exosome [GO:0070062]; extracellular region [GO:0005576]; ficolin-1-rich granule lumen [GO:1904813]; membrane [GO:0016020]; nuclear pore [GO:0005643]; nucleus [GO:0005634]; perinuclear region of cytoplasm [GO:0048471]; ribonucleoprotein complex [GO:1990904]; secretory granule lumen [GO:0034774],cell population proliferation [GO:0008283]; ERBB signaling pathway [GO:0038127]; mRNA transport [GO:0051028]; negative regulation of epidermal growth factor receptor signaling pathway [GO:0042059]; negative regulation of protein autophosphorylation [GO:0031953]; negative regulation of protein tyrosine kinase activity [GO:0061099]; protein activation cascade [GO:0072376]; protein transport [GO:0015031],identical protein binding [GO:0042802]; protein kinase binding [GO:0019901]; protein phosphatase binding [GO:0019903],9606.ENSP00000378760,Transcription Regulation,slateblue1,9,0,4.777111111,0,shNcl,IR2h,3,Mre11ID
PURA,Q00577,Transcriptional activator protein Pur-alpha ,Nucleus_1,0,"chromosome, telomeric region [GO:0000781]; cytoplasm [GO:0005737]; dendrite [GO:0030425]; glutamatergic synapse [GO:0098978]; neuronal cell body [GO:0043025]; nucleus [GO:0005634]; postsynapse [GO:0098794]",dendritic transport of messenger ribonucleoprotein complex [GO:0098963]; DNA replication initiation [GO:0006270]; DNA unwinding involved in DNA replication [GO:0006268]; epithelial cell proliferation [GO:0050673]; lymphocyte proliferation [GO:0046651]; negative regulation of DNA-binding transcription factor activity [GO:0043433]; negative regulation of transcription by RNA polymerase II [GO:0000122]; nervous system development [GO:0007399]; positive regulation of cell population proliferation [GO:0008284]; regulation of transcription by RNA polymerase II [GO:0006357],"DNA-binding transcription factor activity, RNA polymerase II-specific [GO:0000981]; DNA-binding transcription factor binding [GO:0140297]; DNA-binding transcription repressor activity, RNA polymerase II-specific [GO:0001227]; double-stranded telomeric DNA binding [GO:0003691]; mRNA regulatory element binding translation repressor activity [GO:0000900]; purine-rich negative regulatory element binding [GO:0032422]; RNA binding [GO:0003723]; RNA polymerase II transcription regulatory region sequence-specific DNA binding [GO:0000977]; single-stranded DNA binding [GO:0003697]; SMAD binding [GO:0046332]; transcription regulator inhibitor activity [GO:0140416]",9606.ENSP00000332706,Transcription Regulation,slateblue1,9,0,3.532444444,0,shNcl,IR2h,3,Mre11ID
SRP68,Q9UHB9,Signal recognition particle subunit SRP68 ,Nucleus_1,0,"cytosol [GO:0005829]; endoplasmic reticulum [GO:0005783]; focal adhesion [GO:0005925]; nucleolus [GO:0005730]; ribosome [GO:0005840]; signal recognition particle [GO:0048500]; signal recognition particle, endoplasmic reticulum targeting [GO:0005786]",response to xenobiotic stimulus [GO:0009410]; SRP-dependent cotranslational protein targeting to membrane [GO:0006614],7S RNA binding [GO:0008312]; endoplasmic reticulum signal peptide binding [GO:0030942]; protein domain specific binding [GO:0019904]; RNA binding [GO:0003723]; signal recognition particle binding [GO:0005047],9606.ENSP00000312066,Transcription Regulation,slateblue1,9,0,4.402,0,shNcl,IR2h,3,Mre11ID
TCF25,Q9BQ70,Ribosome quality control complex subunit TCF25 ,Nucleus_1,0,cytosol [GO:0005829]; nucleus [GO:0005634]; RQC complex [GO:1990112],heart development [GO:0007507]; negative regulation of transcription by RNA polymerase II [GO:0000122]; regulation of protein K48-linked ubiquitination [GO:0061945]; rescue of stalled ribosome [GO:0072344],DNA binding [GO:0003677]; transcription corepressor activity [GO:0003714],9606.ENSP00000263346,Transcription Regulation,slateblue1,9,0,3.884111111,0,shNcl,IR2h,3,Mre11ID
SURF4,O15260,Surfeit 4,NuclearMem,0,nuclear membrane,Golgi organization,protein binding,9606.ENSP00000361057,UPR,maroon,10,0,7.003333333,0,shNcl,IR2h,3,Mre11ID
ERGIC2,Q96RQ1,ERGIC and golgi 2,Nucleolar_Rim,0,"COPII-coated ER to Golgi transport vesicle [GO:0030134]; cytoplasm [GO:0005737]; endoplasmic reticulum [GO:0005783]; endoplasmic reticulum membrane [GO:0005789]; endoplasmic reticulum-Golgi intermediate compartment membrane [GO:0033116]; Golgi apparatus [GO:0005794]; intracellular membrane-bounded organelle [GO:0043231]; membrane [GO:0016020]; nucleolus [GO:0005730]; nucleus [GO:0005634]; retrograde transporter complex, Golgi to ER [GO:0061852]; transporter complex [GO:1990351]","ER-Golgi transport, Transport",0,9606.ENSP00000353270,UPR,maroon,10,0,5.720111111,0,shNcl,IR2h,3,Mre11ID
CLN6,Q9NWW5,CLN6 transmembrane ER protein,Nucleoli,0,early endosome [GO:0005769]; endoplasmic reticulum [GO:0005783]; endoplasmic reticulum lumen [GO:0005788]; endoplasmic reticulum membrane [GO:0005789]; intracellular membrane-bounded organelle [GO:0043231]; membrane [GO:0016020]; membrane raft [GO:0045121]; nucleolus [GO:0005730],cholesterol metabolic process [GO:0008203]; ganglioside metabolic process [GO:0001573]; glycosaminoglycan metabolic process [GO:0030203]; locomotion involved in locomotory behavior [GO:0031987]; lysosomal lumen acidification [GO:0007042]; lysosome organization [GO:0007040]; positive regulation of proteolysis [GO:0045862]; protein catabolic process [GO:0030163]; visual perception [GO:0007601],lysophosphatidic acid binding [GO:0035727]; protein homodimerization activity [GO:0042803]; sulfatide binding [GO:0120146],9606.ENSP00000249806,UPR,maroon,10,0,4.217777778,0,shNcl,IR2h,3,Mre11ID
DNAJA2,O60884,DnaJ heat shock protein family (Hsp40) member A2,Nucleoli,0,cytoplasm,protein folding,unfolded protein binding,9606.ENSP00000314030,UPR,maroon,10,0,5.840444444,0,shNcl,IR2h,3,Mre11ID
P3H1,Q32P28,Prolyl 3-hydroxylase 1,Nucleoli,0,cytoplasm [GO:0005737]; endoplasmic reticulum [GO:0005783]; endoplasmic reticulum lumen [GO:0005788]; extracellular exosome [GO:0070062]; membrane [GO:0016020]; nucleus [GO:0005634]; protein-containing complex [GO:0032991],bone development [GO:0060348]; chaperone-mediated protein folding [GO:0061077]; collagen metabolic process [GO:0032963]; negative regulation of cell population proliferation [GO:0008285]; negative regulation of post-translational protein modification [GO:1901874]; positive regulation of neuron projection development [GO:0010976]; protein folding [GO:0006457]; protein hydroxylation [GO:0018126]; protein stabilization [GO:0050821]; regulation of protein secretion [GO:0050708],"Dioxygenase, Oxidoreductase",9606.ENSP00000236040,UPR,maroon,10,0,4.713,0,shNcl,IR2h,3,Mre11ID
TMX1,Q9H3N1,Thioredoxin related transmembrane protein 1,Nucleoli,0,integral component of membrane,response to endoplasmic reticulum stress,disulfide oxidoreductase activity,9606.ENSP00000393316,UPR,maroon,10,4.833333333,7.779666667,shScramble,shNcl,IR2h,3,Mre11ID
AUP1,Q9Y679,AUP1 lipid droplet regulating VLDL assembly factor,Nucleoplasm,0,autophagosome [GO:0005776]; cytoplasmic vesicle [GO:0031410]; endoplasmic reticulum [GO:0005783]; endoplasmic reticulum membrane [GO:0005789]; extracellular exosome [GO:0070062]; lipid droplet [GO:0005811]; membrane [GO:0016020],Host-virus interaction,ubiquitin binding [GO:0043130]; ubiquitin conjugating enzyme binding [GO:0031624]; ubiquitin protein ligase binding [GO:0031625],9606.ENSP00000366748,UPR,maroon,10,0,5.621333333,0,shNcl,IR2h,3,Mre11ID
CANX,P27824,Calnexin ,Nucleoplasm,0,nuclear membrane,protein folding,unfolded protein binding,9606.ENSP00000247461,UPR,maroon,10,0,9.339111111,0,shNcl,IR2h,3,Mre11ID
DECR1,Q16698,"2,4-dienoyl-CoA reductase [",Nucleoplasm,0,nucleus,fatty acid beta-oxidation,"2,4-dienoyl-CoA reductase (NADPH) activity",9606.ENSP00000220764,UPR,maroon,10,4.683,5.391333333,shScramble,shNcl,IR2h,3,Mre11ID
DNAJA1,P31689,DnaJ homolog subfamily A member 1 ,Nucleoplasm,0,nucleus,response to unfolded protein,unfolded protein binding,9606.ENSP00000369127,UPR,maroon,10,5.267222222,6.260555556,shScramble,shNcl,IR2h,3,Mre11ID
FAF2,Q96CS3,FAS-associated factor 2 ,Nucleoplasm,0,endoplasmic reticulum,ubiquitin-dependent ERAD pathway,ubiquitin binding,9606.ENSP00000261942,UPR,maroon,10,0,8.435777778,0,shNcl,IR2h,3,Mre11ID
HSP90AA1,P07900,Heat shock protein 90 alpha family class A member 1,Nucleoplasm,NER,nucleoplasm ,response to unfolded protein ,unfolded protein binding ,9606.ENSP00000335153,UPR,maroon,10,4.805333333,7.819333333,shScramble,shNcl,IR2h,3,Mre11ID
HSP90AB1,P08238,Heat shock protein HSP 90-beta ,Nucleoplasm,NER,nucleoplasm ,response to unfolded protein ,unfolded protein binding ,9606.ENSP00000360609,UPR,maroon,10,6.375,7.939333333,shScramble,shNcl,IR2h,3,Mre11ID
HSPA1B,P0DMV8,Heat shock 70 kDa protein 1A ,Nucleoplasm,HR,centrosome ,response to unfolded protein ,unfolded protein binding ,9606.ENSP00000364801,UPR,maroon,10,5.615444444,7.080777778,shScramble,shNcl,IR2h,3,Mre11ID
HSPA4,P34932,Heat shock protein family A (Hsp70) member 4,Nucleoplasm,NER,nucleus ,response to unfolded protein ,unfolded protein binding ,9606.ENSP00000302961,UPR,maroon,10,0,5.619,0,shNcl,IR2h,3,Mre11ID
HSPA8,P11142,Heat shock cognate 71 kDa protein ,Nucleoplasm,NER,spliceosomal complex ,"mRNA splicing, via spliceosome ",unfolded protein binding ,9606.ENSP00000437125,UPR,maroon,10,0,5.217222222,0,shNcl,IR2h,3,Mre11ID
HSPA9,P38646,"Stress-70 protein, mitochondrial ",Nucleoplasm,0,nucleolus ,response to unfolded protein ,unfolded protein binding ,9606.ENSP00000297185,UPR,maroon,10,7.303,7.687666667,shScramble,shNcl,IR2h,3,Mre11ID
LONP1,P36776,"Lon peptidase 1, mitochondrial",Nucleoplasm,0,nucleoplasm,misfolded or incompletely synthesized protein catabolic process,serine-type endopeptidase activity,9606.ENSP00000353826,UPR,maroon,10,8.261333333,8.617,shScramble,shNcl,IR2h,3,Mre11ID
NCEH1,Q6PIU2,Neutral cholesterol ester hydrolase 1 ,Nucleoplasm,0,endoplasmic reticulum membrane,protein dephosphorylation,"serine hydrolase activity,",9606.ENSP00000442464,UPR,maroon,10,6.184111111,8.254111111,shScramble,shNcl,IR2h,3,Mre11ID
PDIA4,P13667,Protein disulfide-isomerase A4 ,Nucleoplasm,0,endoplasmic reticulum,protein folding,protein disulfide isomerase activity,9606.ENSP00000499129,UPR,maroon,10,0,4.024444444,0,shNcl,IR2h,3,Mre11ID
SEC63,Q9UGP8,Translocation protein SEC63 homolog ,Nucleoplasm,0,integral component of membrane,posttranslational protein targeting to membrane,"RNA binding,",9606.ENSP00000357998,UPR,maroon,10,5.004111111,7.941444444,shScramble,shNcl,IR2h,3,Mre11ID
SLC3A2,P08195,Solute carrier family 3 member 2,Nucleoplasm,0,nucleoplasm,amino acid transport,double-stranded RNA binding,9606.ENSP00000367123,UPR,maroon,10,7.267888889,8.808888889,shScramble,shNcl,IR2h,3,Mre11ID
SQSTM1,Q13501,Sequestosome-1 ,Nucleoplasm,0,PML body,ubiquitin-dependent protein catabolic process,ubiquitin binding,9606.ENSP00000374455,UPR,maroon,10,3.922222222,8.552222222,shScramble,shNcl,IR2h,3,Mre11ID
SRPR,P08240,Signal recognition particle receptor subunit alpha ,Nucleoplasm,0,signal recognition particle receptor complex ,protein targeting ,RNA binding ,9606.ENSP00000328023,UPR,maroon,10,5.010333333,6.576,shScramble,shNcl,IR2h,3,Mre11ID
YME1L1,Q96TA2,YME1 like 1 ATPase,Nucleoplasm,0,nuclear body,misfolded or incompletely synthesized protein catabolic process,metalloendopeptidase activity,9606.ENSP00000318480,UPR,maroon,10,5.248555556,6.931555556,shScramble,shNcl,IR2h,3,Mre11ID
GNAI1,P63096,G protein subunit alpha i1,Nucleoplasm/Nucleoli,0,nucleolus,protein folding,GTPase activity,9606.ENSP00000497260,UPR,maroon,10,0,4.264333333,0,shNcl,IR2h,3,Mre11ID
UFD1,Q92890,Ubiquitin recognition factor in ER associated degradation 1,Nucleoplasm/Nucleoli,MMR,UFD1-NPL4 complex,ubiquitin-dependent protein catabolic process,polyubiquitin binding,9606.ENSP00000263202,UPR,maroon,10,5.016666667,5.302333333,shScramble,shNcl,IR2h,3,Mre11ID
ASPH,Q12797,Aspartyl/asparaginyl beta-hydroxylase ,Nucleoplasm,0,calcium channel complex ,"transcription, DNA-templated ",calcium ion binding ,9606.ENSP00000368767,Calcium Signaling,Sienna2,11,6.576777778,8.862111111,shScramble,shNcl,IR2h,3,Mre11ID
ATP2B1,P20020,Plasma membrane calcium-transporting ATPase 1 ,Nucleoplasm,HR,"glutamatergic synapse,","cellular calcium ion homeostasis,GO:0007420~brain development",calcium ion transmembrane transporter activity,9606.ENSP00000392043,Calcium Signaling,Sienna2,11,0,6.339777778,0,shNcl,IR2h,3,Mre11ID
NT5E,P21589,5'-nucleotidase ecto,Nucleoplasm,0,cell surface [GO:0009986]; cytosol [GO:0005829]; external side of plasma membrane [GO:0009897]; extracellular exosome [GO:0070062]; membrane [GO:0016020]; nucleoplasm [GO:0005654]; plasma membrane [GO:0005886],adenosine biosynthetic process [GO:0046086]; ADP catabolic process [GO:0046032]; AMP catabolic process [GO:0006196]; ATP metabolic process [GO:0046034]; calcium ion homeostasis [GO:0055074]; DNA metabolic process [GO:0006259]; inhibition of non-skeletal tissue mineralization [GO:0140928]; leukocyte cell-cell adhesion [GO:0007159]; negative regulation of inflammatory response [GO:0050728]; response to ATP [GO:0033198],Hydrolase,9606.ENSP00000257770,Calcium Signaling,Sienna2,11,0,7.598555556,0,shNcl,IR2h,3,Mre11ID
CAMK2D,Q13557,Calcium/calmodulin-dependent protein kinase type II subunit delta ,Nucleus_1,0,calcium- and calmodulin-dependent protein kinase complex [GO:0005954]; cytoplasm [GO:0005737]; cytosol [GO:0005829]; endocytic vesicle membrane [GO:0030666]; membrane [GO:0016020]; neuron projection [GO:0043005]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]; sarcolemma [GO:0042383]; sarcoplasmic reticulum membrane [GO:0033017],cardiac muscle cell contraction [GO:0086003]; cellular response to calcium ion [GO:0071277]; endoplasmic reticulum calcium ion homeostasis [GO:0032469]; negative regulation of sodium ion transmembrane transport [GO:1902306]; negative regulation of sodium ion transmembrane transporter activity [GO:2000650]; peptidyl-serine phosphorylation [GO:0018105]; peptidyl-threonine phosphorylation [GO:0018107]; positive regulation of cardiac muscle cell apoptotic process [GO:0010666]; positive regulation of cardiac muscle hypertrophy [GO:0010613]; protein autophosphorylation [GO:0046777]; protein phosphorylation [GO:0006468]; regulation of calcium ion transmembrane transport via high voltage-gated calcium channel [GO:1902514]; regulation of cardiac muscle cell action potential [GO:0098901]; regulation of cardiac muscle cell action potential involved in regulation of contraction [GO:0098909]; regulation of cardiac muscle contraction by regulation of the release of sequestered calcium ion [GO:0010881]; regulation of cell communication by electrical coupling [GO:0010649]; regulation of cell communication by electrical coupling involved in cardiac conduction [GO:1901844]; regulation of cell growth [GO:0001558]; regulation of cellular localization [GO:0060341]; regulation of heart contraction [GO:0008016]; regulation of heart rate by cardiac conduction [GO:0086091]; regulation of membrane depolarization [GO:0003254]; regulation of relaxation of cardiac muscle [GO:1901897]; regulation of release of sequestered calcium ion into cytosol by sarcoplasmic reticulum [GO:0010880]; regulation of ryanodine-sensitive calcium-release channel activity [GO:0060314]; regulation of the force of heart contraction [GO:0002026]; regulation of transcription by RNA polymerase II [GO:0006357]; relaxation of cardiac muscle [GO:0055119],ATP binding [GO:0005524]; calcium/calmodulin-dependent protein kinase activity [GO:0004683]; calmodulin binding [GO:0005516]; identical protein binding [GO:0042802]; protein homodimerization activity [GO:0042803]; protein serine kinase activity [GO:0106310]; protein serine/threonine kinase activity [GO:0004674]; sodium channel inhibitor activity [GO:0019871]; titin binding [GO:0031432]; transmembrane transporter binding [GO:0044325],9606.ENSP00000425824,Calcium Signaling,Sienna2,11,0,3.028555556,0,shNcl,IR2h,3,Mre11ID
CPS1,P31327,Carbamoyl-phosphate synthase 1,Nucleolar_Rim,0,nucleolus ,cellular response to cAMP ,endopeptidase activity ,9606.ENSP00000402608,Cell Cycle regulation,coral1,1,7.762777778,0,shScramble,0,IR2h,3,Mre11ID
