NAME,UniprotID,ProteinName,CellCompartment,DNA_Repair,GO_CC,GO_BP,GO_MF,stringId,Annotation,An.color,An.number,shScr.logFC,shNcl.logFC,shScr.Presence,shNcl.Presence,Time.Point,Order,Sensor
EIF4E,P06730,Eukaryotic translation initiation factor 4E,Nucleoplasm,0,chromatoid body [GO:0033391]; cytoplasm [GO:0005737]; cytoplasmic ribonucleoprotein granule [GO:0036464]; cytoplasmic stress granule [GO:0010494]; cytosol [GO:0005829]; eukaryotic translation initiation factor 4F complex [GO:0016281]; extracellular exosome [GO:0070062]; glutamatergic synapse [GO:0098978]; nuclear speck [GO:0016607]; nucleus [GO:0005634]; P-body [GO:0000932]; perinuclear region of cytoplasm [GO:0048471]; postsynapse [GO:0098794]; RISC complex [GO:0016442],"Host-virus interaction, mRNA transport, Protein biosynthesis, Translation regulation, Transport","Initiation factor, RNA-binding",9606.ENSP00000425561,Ribosome Biosynthesis,lightgreen,7,4.158111111,0,shScramble,0,IR2h,3,Sirt6
FCF1,Q9Y324,FCF1 rRNA-processing protein,Nucleoplasm,0,nucleolus [GO:0005730]; nucleoplasm [GO:0005654]; small-subunit processome [GO:0032040],"Ribosome biogenesis, rRNA processing",RNA binding [GO:0003723],9606.ENSP00000344393,Ribosome Biosynthesis,lightgreen,7,4.074111111,0,shScramble,0,IR2h,3,Sirt6
GTPBP6,O43824,GTP binding protein 6 (putative),Nucleoplasm,0,cytoplasm [GO:0005737]; mitochondrion [GO:0005739],0,GTP binding [GO:0005525]; metal ion binding [GO:0046872]; ribosome binding [GO:0043022],9606.ENSP00000316598,Ribosome Biosynthesis,lightgreen,7,3.691444444,0,shScramble,0,IR2h,3,Sirt6
ISG20L2,Q9H9L3,Interferon stimulated exonuclease gene 20 like 2,Nucleoplasm,0,nucleolus [GO:0005730]; nucleus [GO:0005634],Ribosome biogenesis,"Exonuclease, Hydrolase, Nuclease",9606.ENSP00000323424,Ribosome Biosynthesis,lightgreen,7,2.690777778,0,shScramble,0,IR2h,3,Sirt6
MRPL43,Q8N983,Mitochondrial ribosomal protein L43,Nucleoplasm,0,mitochondrial inner membrane [GO:0005743]; mitochondrial large ribosomal subunit [GO:0005762]; mitochondrial ribosome [GO:0005761]; mitochondrion [GO:0005739],mitochondrial translation [GO:0032543]; translation [GO:0006412],"Ribonucleoprotein, Ribosomal protein",9606.ENSP00000339844,Ribosome Biosynthesis,lightgreen,7,4.919666667,0,shScramble,0,IR2h,3,Sirt6
MRPL44,Q9H9J2,Mitochondrial ribosomal protein L44,Nucleoplasm,0,microprocessor complex [GO:0070877]; mitochondrial inner membrane [GO:0005743]; mitochondrial large ribosomal subunit [GO:0005762]; mitochondrion [GO:0005739]; nuclear body [GO:0016604]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]; plasma membrane [GO:0005886],mitochondrial translation [GO:0032543]; mitochondrial translational elongation [GO:0070125]; RNA processing [GO:0006396],"Endonuclease, Hydrolase, Nuclease, Ribonucleoprotein, Ribosomal protein, RNA-binding",9606.ENSP00000258383,Ribosome Biosynthesis,lightgreen,7,4.596333333,0,shScramble,0,IR2h,3,Sirt6
PKP3,Q9Y446,Plakophilin 3,Nucleoplasm,0,adherens junction [GO:0005912]; cell junction [GO:0030054]; cell-cell junction [GO:0005911]; cornified envelope [GO:0001533]; cytoplasm [GO:0005737]; desmosome [GO:0030057]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]; plasma membrane [GO:0005886],Cell adhesion,RNA-binding,9606.ENSP00000331678,Ribosome Biosynthesis,lightgreen,7,4.511444444,0,shScramble,0,IR2h,3,Sirt6
RPP40,O75818,Ribonuclease P/MRP subunit p40,Nucleoplasm,0,multimeric ribonuclease P complex [GO:0030681]; nucleolar ribonuclease P complex [GO:0005655]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]; ribonuclease MRP complex [GO:0000172],"rRNA processing, tRNA processing",RNA-binding,9606.ENSP00000369391,Ribosome Biosynthesis,lightgreen,7,2.327111111,0,shScramble,0,IR2h,3,Sirt6
AFG2B,Q9BVQ7,Spermatogenesis associated 5 like 1,Nucleoplasm/Nucleoli,0,cytoplasm [GO:0005737]; nucleus [GO:0005634]; spindle [GO:0005819],Ribosome biogenesis,Hydrolase,9606.ENSP00000305494,Ribosome Biosynthesis,lightgreen,7,4.115444444,0,shScramble,0,IR2h,3,Sirt6
DDX52,Q9Y2R4,DExD-box helicase 52,Nucleoplasm/Nucleoli,0,membrane [GO:0016020]; nucleolus [GO:0005730]; nucleoplasm [GO:0005654],maturation of SSU-rRNA [GO:0030490],"Helicase, Hydrolase, RNA-binding",9606.ENSP00000479504,Ribosome Biosynthesis,lightgreen,7,6.193777778,0,shScramble,0,IR2h,3,Sirt6
ESF1,Q9H501,ESF1 nucleolar pre-rRNA processing protein homolog,Nucleoplasm/Nucleoli,0,extracellular space [GO:0005615]; nucleolus [GO:0005730]; nucleoplasm [GO:0005654],"Transcription, Transcription regulation",RNA binding [GO:0003723],9606.ENSP00000202816,Ribosome Biosynthesis,lightgreen,7,6.217111111,0,shScramble,0,IR2h,3,Sirt6
NEPRO,Q6NW34,Nucleolus and neural progenitor protein,Nucleoplasm/Nucleoli,0,nucleolus [GO:0005730]; nucleus [GO:0005634],negative regulation of neuron differentiation [GO:0045665]; positive regulation of Notch signaling pathway [GO:0045747],Developmental protein,9606.ENSP00000320251,Ribosome Biosynthesis,lightgreen,7,4.870111111,0,shScramble,0,IR2h,3,Sirt6
NGDN,Q8NEJ9,Neuroguidin,Nucleoplasm/Nucleoli,0,"axon [GO:0030424]; chromosome, centromeric region [GO:0000775]; dendrite [GO:0030425]; filopodium [GO:0030175]; glutamatergic synapse [GO:0098978]; mitochondrion [GO:0005739]; nucleolus [GO:0005730]; nucleoplasm [GO:0005654]; perforant pathway to dendrate granule cell synapse [GO:0140240]; postsynapse [GO:0098794]; small-subunit processome [GO:0032040]",Translation regulation,Repressor,9606.ENSP00000386134,Ribosome Biosynthesis,lightgreen,7,5.459,0,shScramble,0,IR2h,3,Sirt6
NOC4L,Q9BVI4,Nucleolar complex associated 4 homolog,Nucleoplasm/Nucleoli,0,Noc4p-Nop14p complex [GO:0030692]; nuclear membrane [GO:0031965]; nucleolus [GO:0005730]; nucleoplasm [GO:0005654]; small-subunit processome [GO:0032040],rRNA processing [GO:0006364],RNA binding [GO:0003723],9606.ENSP00000328854,Ribosome Biosynthesis,lightgreen,7,4.581333333,0,shScramble,0,IR2h,3,Sirt6
NOL7,Q9UMY1,Nucleolar protein 7,Nucleoplasm/Nucleoli,0,chromosome [GO:0005694]; mitochondrion [GO:0005739]; nucleolus [GO:0005730]; small-subunit processome [GO:0032040],Ribosome biogenesis,RNA binding [GO:0003723],9606.ENSP00000405674,Ribosome Biosynthesis,lightgreen,7,5.769,0,shScramble,0,IR2h,3,Sirt6
NOP9,Q86U38,NOP9 nucleolar protein,Nucleoplasm/Nucleoli,0,"90S preribosome [GO:0030686]; nucleolus [GO:0005730]; preribosome, small subunit precursor [GO:0030688]","endonucleolytic cleavage in 5'-ETS of tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA) [GO:0000480]; endonucleolytic cleavage in ITS1 to separate SSU-rRNA from 5.8S rRNA and LSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA) [GO:0000447]; endonucleolytic cleavage to generate mature 5'-end of SSU-rRNA from (SSU-rRNA, 5.8S rRNA, LSU-rRNA) [GO:0000472]; ribosomal small subunit export from nucleus [GO:0000056]",RNA-binding,9606.ENSP00000267425,Ribosome Biosynthesis,lightgreen,7,5.359,0,shScramble,0,IR2h,3,Sirt6
PNO1,Q9NRX1,Partner of NOB1 homolog,Nucleoplasm/Nucleoli,0,cytosol [GO:0005829]; nucleolus [GO:0005730]; nucleoplasm [GO:0005654]; small-subunit processome [GO:0032040],ribosomal small subunit biogenesis [GO:0042274],RNA-binding,9606.ENSP00000263657,Ribosome Biosynthesis,lightgreen,7,5.605,0,shScramble,0,IR2h,3,Sirt6
RBM34,P42696,RNA binding motif protein 34,Nucleoplasm/Nucleoli,0,chromosome [GO:0005694]; nucleolus [GO:0005730]; nucleoplasm [GO:0005654],"maturation of LSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA) [GO:0000463]",RNA-binding,9606.ENSP00000386226,Ribosome Biosynthesis,lightgreen,7,3.988,0,shScramble,0,IR2h,3,Sirt6
RPP30,P78346,Ribonuclease P/MRP subunit p30,Nucleoplasm/Nucleoli,0,multimeric ribonuclease P complex [GO:0030681]; nucleolar ribonuclease P complex [GO:0005655]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]; ribonuclease MRP complex [GO:0000172],"rRNA processing, tRNA processing",RNA-binding,9606.ENSP00000389182,Ribosome Biosynthesis,lightgreen,7,4.352,0,shScramble,0,IR2h,3,Sirt6
RRP1,P56182,Ribosomal RNA processing 1,Nucleoplasm/Nucleoli,0,"chromosome [GO:0005694]; nucleolus [GO:0005730]; nucleus [GO:0005634]; preribosome, small subunit precursor [GO:0030688]",rRNA processing,RNA binding [GO:0003723],9606.ENSP00000417464,Ribosome Biosynthesis,lightgreen,7,3.675444444,0,shScramble,0,IR2h,3,Sirt6
WDR3,Q9UNX4,WD repeat domain 3,Nucleoplasm/Nucleoli,0,nuclear membrane [GO:0031965]; nucleolus [GO:0005730]; nucleoplasm [GO:0005654]; Pwp2p-containing subcomplex of 90S preribosome [GO:0034388]; small-subunit processome [GO:0032040],maturation of SSU-rRNA [GO:0030490]; ribosomal small subunit biogenesis [GO:0042274],RNA binding [GO:0003723]; snoRNA binding [GO:0030515],9606.ENSP00000308179,Ribosome Biosynthesis,lightgreen,7,5.113666667,0,shScramble,0,IR2h,3,Sirt6
MRTO4,Q9UKD2,"MRT4 homolog, ribosome maturation factor",Nucleoplasm/Nucleoli/NuclearMem,0,"cytoplasm [GO:0005737]; nucleolus [GO:0005730]; preribosome, large subunit precursor [GO:0030687]",Ribosome biogenesis,RNA binding [GO:0003723],9606.ENSP00000364320,Ribosome Biosynthesis,lightgreen,7,6.288222222,0,shScramble,0,IR2h,3,Sirt6
EIF2AK2,P19525,"Interferon-induced, double-stranded RNA-activated protein kinase ",Nucleus_1,0,cytoplasm [GO:0005737]; cytosol [GO:0005829]; membrane [GO:0016020]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]; perinuclear region of cytoplasm [GO:0048471]; ribosome [GO:0005840],antiviral innate immune response [GO:0140374]; cellular response to amino acid starvation [GO:0034198]; defense response to virus [GO:0051607]; endoplasmic reticulum unfolded protein response [GO:0030968]; negative regulation of apoptotic process [GO:0043066]; negative regulation of cell population proliferation [GO:0008285]; negative regulation of osteoblast proliferation [GO:0033689]; negative regulation of translation [GO:0017148]; negative regulation of viral genome replication [GO:0045071]; positive regulation of chemokine production [GO:0032722]; positive regulation of cytokine production [GO:0001819]; positive regulation of MAPK cascade [GO:0043410]; positive regulation of NF-kappaB transcription factor activity [GO:0051092]; positive regulation of non-canonical NF-kappaB signal transduction [GO:1901224]; positive regulation of stress-activated MAPK cascade [GO:0032874]; protein autophosphorylation [GO:0046777]; protein phosphorylation [GO:0006468]; regulation of hematopoietic progenitor cell differentiation [GO:1901532]; regulation of hematopoietic stem cell differentiation [GO:1902036]; regulation of hematopoietic stem cell proliferation [GO:1902033]; regulation of NLRP3 inflammasome complex assembly [GO:1900225]; response to interferon-alpha [GO:0035455]; response to virus [GO:0009615]; translation [GO:0006412],ATP binding [GO:0005524]; double-stranded RNA binding [GO:0003725]; eukaryotic translation initiation factor 2alpha kinase activity [GO:0004694]; histone H2AS1 kinase activity [GO:0044024]; identical protein binding [GO:0042802]; kinase activity [GO:0016301]; non-membrane spanning protein tyrosine kinase activity [GO:0004715]; protein kinase activity [GO:0004672]; protein phosphatase regulator activity [GO:0019888]; protein serine kinase activity [GO:0106310]; protein serine/threonine kinase activity [GO:0004674]; RNA binding [GO:0003723],9606.ENSP00000233057,Ribosome Biosynthesis,lightgreen,7,2.996111111,0,shScramble,0,IR2h,3,Sirt6
RPS7,P62081,Small ribosomal subunit protein eS7 ,Nucleus_1,0,centrosome [GO:0005813]; cytoplasm [GO:0005737]; cytosol [GO:0005829]; cytosolic ribosome [GO:0022626]; cytosolic small ribosomal subunit [GO:0022627]; endoplasmic reticulum [GO:0005783]; focal adhesion [GO:0005925]; membrane [GO:0016020]; nucleolus [GO:0005730]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]; protein-containing complex [GO:0032991]; ribonucleoprotein complex [GO:1990904]; ribosome [GO:0005840]; small-subunit processome [GO:0032040]; synapse [GO:0045202],cytoplasmic translation [GO:0002181]; negative regulation of ubiquitin protein ligase activity [GO:1904667]; negative regulation of ubiquitin-dependent protein catabolic process [GO:2000059]; neural crest cell differentiation [GO:0014033]; neural tube closure [GO:0001843]; positive regulation of gene expression [GO:0010628]; positive regulation of intrinsic apoptotic signaling pathway by p53 class mediator [GO:1902255]; protein stabilization [GO:0050821]; ribosomal small subunit biogenesis [GO:0042274]; rRNA processing [GO:0006364]; translation [GO:0006412],mRNA 3'-UTR binding [GO:0003730]; mRNA 5'-UTR binding [GO:0048027]; protein kinase binding [GO:0019901]; RNA binding [GO:0003723]; structural constituent of ribosome [GO:0003735]; ubiquitin ligase inhibitor activity [GO:1990948],9606.ENSP00000495273,Ribosome Biosynthesis,lightgreen,7,4.316666667,0,shScramble,0,IR2h,3,Sirt6
ZNF638,Q14966,Zinc finger protein 638,Nucleoplasm,0,nucleolus ,rRNA processing ,transcription cofactor activity ,9606.ENSP00000386433,RNA Metabolism,gold,8,4.271777778,0,shScramble,0,IR2h,3,Sirt6
ZNF326,Q5BKZ1,Zinc finger protein 326,Nucleoplasm,0,DBIRD complex,RNA splicing,RNA polymerase II core binding,9606.ENSP00000340796,RNA Metabolism,gold,8,3.210444444,0,shScramble,0,IR2h,3,Sirt6
UTP14A,Q9BVJ6,UTP14A small subunit processome component,Nucleoli,0,small-subunit processome,rRNA processing,RNA binding,9606.ENSP00000377944,RNA Metabolism,gold,8,6.660111111,0,shScramble,0,IR2h,3,Sirt6
U2AF2,P26368,U2 small nuclear RNA auxiliary factor 2,Nucleoplasm,0,spliceosomal complex,"mRNA splicing, via spliceosome",RNA binding,9606.ENSP00000307863,RNA Metabolism,gold,8,5.999888889,0,shScramble,0,IR2h,3,Sirt6
SRSF6,Q13247,Serine and arginine rich splicing factor 6,Nucleoplasm,0,nuclear speck ,"mRNA splicing, via spliceosome ",mRNA binding ,9606.ENSP00000244020,RNA Metabolism,gold,8,6.130222222,0,shScramble,0,IR2h,3,Sirt6
SRPK1,Q96SB4,SRSF protein kinase 1,Nucleoplasm,0,chromatin,protein phosphorylation,protein kinase activity,9606.ENSP00000362931,RNA Metabolism,gold,8,5.108888889,0,shScramble,0,IR2h,3,Sirt6
RPUSD3,Q6P087,RNA pseudouridine synthase D3,Nucleoplasm,0,ribonucleoprotein granule,mRNA processing,RNA binding,9606.ENSP00000373331,RNA Metabolism,gold,8,4.388777778,0,shScramble,0,IR2h,3,Sirt6
RNMT,O43148,RNA guanine-7 methyltransferase,Nucleoplasm/Nucleoli_FibrillarCenter,0,mRNA cap methyltransferase complex,methylguanosine mRNA capping,mRNA (guanine-N7-)-methyltransferase activity,9606.ENSP00000466111,RNA Metabolism,gold,8,4.207444444,0,shScramble,0,IR2h,3,Sirt6
RBMX,P38159,RNA binding motif protein X-linked,Nucleoplasm,NHEJ,spliceosomal complex ,"mRNA splicing, via spliceosome ",mRNA binding ,9606.ENSP00000359645,RNA Metabolism,gold,8,4.596222222,0,shScramble,0,IR2h,3,Sirt6
RAVER1,E9PAU2,0,Nucleoplasm,0,RNA Binding,"mRNA splicing, via spliceosome ",mRNA binding ,9606.ENSP00000482486,RNA Metabolism,gold,8,5.882111111,0,shScramble,0,IR2h,3,Sirt6
PTBP3,O95758,Polypyrimidine tract binding protein 3,Nucleoplasm,0,nucleus,RNA splicing,mRNA binding,9606.ENSP00000414921,RNA Metabolism,gold,8,4.473777778,0,shScramble,0,IR2h,3,Sirt6
PPIL1,Q9Y3C6,Peptidylprolyl isomerase like 1,Nucleoli,0,catalytic step 2 spliceosome ,"mRNA splicing, via spliceosome ",mRNA binding ,9606.ENSP00000362803,RNA Metabolism,gold,8,5.263444444,0,shScramble,0,IR2h,3,Sirt6
PPAN,Q9NQ55,Suppressor of SWI4 1 homolog ,Nucleoplasm,0,nucleolus,rRNA processing,"rRNA binding,",9606.ENSP00000253107,RNA Metabolism,gold,8,6.934,0,shScramble,0,IR2h,3,Sirt6
NSUN5,Q96P11,NOP2/Sun RNA methyltransferase 5,Nucleoplasm/Nucleoli,NER,nucleolus ,RNA methylation ,RNA binding ,9606.ENSP00000309126,RNA Metabolism,gold,8,6.351333333,0,shScramble,0,IR2h,3,Sirt6
KHDRBS1,Q07666,"KH RNA binding domain containing, signal transduction associated 1",Nucleoplasm,0,nucleoplasm ,"transcription, DNA-templated ",mRNA binding ,9606.ENSP00000313829,RNA Metabolism,gold,8,6.089222222,0,shScramble,0,IR2h,3,Sirt6
IGF2BP1,Q9NZI8,Insulin-like growth factor 2 mRNA-binding protein 1 ,Nucleoplasm,0,CRD-mediated mRNA stability complex,CRD-mediated mRNA stabilization,mRNA 3'-UTR binding,9606.ENSP00000290341,RNA Metabolism,gold,8,3.486222222,0,shScramble,0,IR2h,3,Sirt6
HNRNPD,Q14103,Heterogeneous nuclear ribonucleoprotein D,Nucleoplasm,HR,mCRD-mediated mRNA stability complex ,"transcription, DNA-templated ",histone deacetylase binding ,9606.ENSP00000313199,RNA Metabolism,gold,8,6.396444444,0,shScramble,0,IR2h,3,Sirt6
HNRNPAB,Q99729,Heterogeneous nuclear ribonucleoprotein A/B,Nucleoplasm,0,RNA polymerase II transcription regulator complex ,"transcription, DNA-templated ",mRNA binding ,9606.ENSP00000425031,RNA Metabolism,gold,8,3.840666667,0,shScramble,0,IR2h,3,Sirt6
HNRNPA2B1,P22626,Heterogeneous nuclear ribonucleoprotein A2/B1,Nucleoplasm,MMR,"chromosome, telomeric region ","mRNA splicing, via spliceosome ",miRNA binding ,9606.ENSP00000346694,RNA Metabolism,gold,8,5.910444444,0,shScramble,0,IR2h,3,Sirt6
EXOSC8,Q96B26,Exosome component 8,Nucleoplasm/Nucleoli_FibrillarCenter,0,nuclear exosome ,rRNA catabolic process,mRNA 3'-UTR AU-rich region binding,9606.ENSP00000374354,RNA Metabolism,gold,8,6.007888889,0,shScramble,0,IR2h,3,Sirt6
EXOSC6,Q5RKV6,Exosome complex component MTR3 ,Nucleoplasm,0,nuclear exosome (RNase complex),nuclear mRNA surveillance,RNA binding,9606.ENSP00000398597,RNA Metabolism,gold,8,5.851666667,0,shScramble,0,IR2h,3,Sirt6
DIMT1,Q9UNQ2,DIM1 rRNA methyltransferase and ribosome maturation factor,Nucleoplasm/Nucleolar_Rim,DSB,nucleolus ,rRNA methylation ,RNA binding ,9606.ENSP00000199320,RNA Metabolism,gold,8,6.411111111,0,shScramble,0,IR2h,3,Sirt6
DDX19A,Q9NUU7,DEAD-box helicase 19A,Nucleoplasm,0,nucleoplasm,poly(A)+ mRNA export from nucleus,RNA helicase activity,9606.ENSP00000306117,RNA Metabolism,gold,8,4.534555556,0,shScramble,0,IR2h,3,Sirt6
CSTF3,Q12996,Cleavage stimulation factor subunit 3,Nucleoplasm,0,nucleoplasm ,mRNA polyadenylation ,mRNA binding ,9606.ENSP00000315791,RNA Metabolism,gold,8,5.786666667,0,shScramble,0,IR2h,3,Sirt6
CSTF2T,Q9H0L4,Cleavage stimulation factor subunit 2 tau variant,Nucleoplasm,0,mRNA cleavage and polyadenylation specificity factor complex,mRNA 3'-end processing,RNA binding,9606.ENSP00000332444,RNA Metabolism,gold,8,5.136444444,0,shScramble,0,IR2h,3,Sirt6
CELF1,Q92879,CUGBP Elav-like family member 1,Nucleoplasm,MMR,ribonucleoprotein complex ,"transcription, DNA-templated ",mRNA binding ,9606.ENSP00000436864,RNA Metabolism,gold,8,6.324555556,0,shScramble,0,IR2h,3,Sirt6
INTS4,Q96HW7,Integrator complex subunit 4,Nucleolar_Rim,0,integrator complex [GO:0032039]; nucleolus [GO:0005730]; nucleoplasm [GO:0005654]; nucleus [GO:0005634],regulation of transcription elongation by RNA polymerase II [GO:0034243]; snRNA processing [GO:0016180],0,9606.ENSP00000434466,RNA Metabolism,gold,8,4.447666667,0,shScramble,0,IR2h,3,Sirt6
PDCD11,Q14690,Programmed cell death 11,Nucleolar_Rim,0,cytosol [GO:0005829]; nucleolus [GO:0005730]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]; small-subunit processome [GO:0032040],rRNA processing,NF-kappaB binding [GO:0051059]; RNA binding [GO:0003723],9606.ENSP00000358812,RNA Metabolism,gold,8,3.569111111,0,shScramble,0,IR2h,3,Sirt6
RBM19,Q9Y4C8,RNA binding motif protein 19,Nucleoli,0,chromosome [GO:0005694]; cytoplasm [GO:0005737]; membrane [GO:0016020]; nuclear speck [GO:0016607]; nucleolus [GO:0005730]; nucleoplasm [GO:0005654],"mRNA splicing, via spliceosome [GO:0000398]; positive regulation of embryonic development [GO:0040019]","Developmental protein, RNA-binding",9606.ENSP00000442053,RNA Metabolism,gold,8,5.596,0,shScramble,0,IR2h,3,Sirt6
RBM28,Q9NW13,RNA binding motif protein 28,Nucleoli,0,nucleolus [GO:0005730]; spliceosomal complex [GO:0005681],"mRNA processing, mRNA splicing",RNA-binding,9606.ENSP00000223073,RNA Metabolism,gold,8,7.391333333,0,shScramble,0,IR2h,3,Sirt6
TENT4B,Q8NDF8,Terminal nucleotidyltransferase 4B,Nucleoli,0,cytoplasm [GO:0005737]; cytosol [GO:0005829]; nucleolus [GO:0005730]; plasma membrane [GO:0005886]; TRAMP complex [GO:0031499],"Cell cycle, Cell division, Mitosis, mRNA processing, rRNA processing","Nucleotidyltransferase, RNA-binding, Transferase",9606.ENSP00000396995,RNA Metabolism,gold,8,3.729444444,0,shScramble,0,IR2h,3,Sirt6
UTP20,O75691,UTP20 small subunit processome component,Nucleoli,0,"90S preribosome [GO:0030686]; cytoplasm [GO:0005737]; nucleolus [GO:0005730]; nucleoplasm [GO:0005654]; plasma membrane [GO:0005886]; preribosome, small subunit precursor [GO:0030688]; small-subunit processome [GO:0032040]",rRNA processing,RNA binding [GO:0003723],9606.ENSP00000261637,RNA Metabolism,gold,8,5.693222222,0,shScramble,0,IR2h,3,Sirt6
AKAP17A,Q02040,A-kinase anchoring protein 17A,Nucleoplasm,0,cytosol [GO:0005829]; nuclear speck [GO:0016607]; nucleus [GO:0005634]; spliceosomal complex [GO:0005681],"mRNA processing, mRNA splicing",RNA-binding,9606.ENSP00000324827,RNA Metabolism,gold,8,3.804444444,0,shScramble,0,IR2h,3,Sirt6
CD2BP2,O95400,CD2 cytoplasmic tail binding protein 2,Nucleoplasm,0,cytoplasm [GO:0005737]; cytosol [GO:0005829]; fibrillar center [GO:0001650]; nuclear speck [GO:0016607]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]; U5 snRNP [GO:0005682],"mRNA processing, mRNA splicing",ribonucleoprotein complex binding [GO:0043021],9606.ENSP00000304903,RNA Metabolism,gold,8,5.501444444,0,shScramble,0,IR2h,3,Sirt6
DHX36,Q9H2U1,DEAH-box helicase 36,Nucleoplasm,0,"axon [GO:0030424]; chromosome, telomeric region [GO:0000781]; cytoplasm [GO:0005737]; cytoplasmic stress granule [GO:0010494]; cytosol [GO:0005829]; dendrite [GO:0030425]; extracellular exosome [GO:0070062]; mitochondrion [GO:0005739]; nuclear speck [GO:0016607]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]; perikaryon [GO:0043204]","Antiviral defense, Differentiation, Immunity, Innate immunity, Transcription, Transcription regulation, Translation regulation, Transport","Activator, Developmental protein, DNA-binding, Helicase, Hydrolase, Repressor, RNA-binding",9606.ENSP00000417078,RNA Metabolism,gold,8,2.116777778,0,shScramble,0,IR2h,3,Sirt6
ELAC2,Q9BQ52,ElaC ribonuclease Z 2,Nucleoplasm,0,cytosol [GO:0005829]; mitochondrial matrix [GO:0005759]; mitochondrial nucleoid [GO:0042645]; mitochondrion [GO:0005739]; nucleoplasm [GO:0005654]; nucleus [GO:0005634],tRNA processing,"Endonuclease, Hydrolase, Nuclease",9606.ENSP00000337445,RNA Metabolism,gold,8,4.960444444,0,shScramble,0,IR2h,3,Sirt6
ESS2,Q96DF8,Ess-2 splicing factor homolog,Nucleoplasm,0,catalytic step 2 spliceosome [GO:0071013]; nucleus [GO:0005634],"mRNA processing, mRNA splicing",0,9606.ENSP00000252137,RNA Metabolism,gold,8,2.966111111,0,shScramble,0,IR2h,3,Sirt6
HNRNPR,O43390,Heterogeneous nuclear ribonucleoprotein R,Nucleoplasm,0,catalytic step 2 spliceosome [GO:0071013]; endoplasmic reticulum [GO:0005783]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]; ribonucleoprotein complex [GO:1990904]; spliceosomal complex [GO:0005681],"mRNA processing, mRNA splicing","Ribonucleoprotein, RNA-binding",9606.ENSP00000363745,RNA Metabolism,gold,8,3.306,0,shScramble,0,IR2h,3,Sirt6
INTS10,Q9NVR2,Integrator complex subunit 10,Nucleoplasm,0,integrator complex [GO:0032039]; nucleoplasm [GO:0005654]; nucleus [GO:0005634],regulation of transcription elongation by RNA polymerase II [GO:0034243]; snRNA processing [GO:0016180],0,9606.ENSP00000381064,RNA Metabolism,gold,8,2.508777778,0,shScramble,0,IR2h,3,Sirt6
INTS5,Q6P9B9,Integrator complex subunit 5,Nucleoplasm,0,cytoplasm [GO:0005737]; cytosol [GO:0005829]; integrator complex [GO:0032039]; membrane [GO:0016020]; nuclear membrane [GO:0031965]; nucleoplasm [GO:0005654]; nucleus [GO:0005634],regulation of transcription elongation by RNA polymerase II [GO:0034243]; snRNA 3'-end processing [GO:0034472]; snRNA processing [GO:0016180],0,9606.ENSP00000327889,RNA Metabolism,gold,8,2.074666667,0,shScramble,0,IR2h,3,Sirt6
INTS6,Q9UL03,Integrator complex subunit 6,Nucleoplasm,0,actin cytoskeleton [GO:0015629]; integrator complex [GO:0032039]; nucleoplasm [GO:0005654]; nucleus [GO:0005634],regulation of transcription elongation by RNA polymerase II [GO:0034243]; snRNA 3'-end processing [GO:0034472]; snRNA processing [GO:0016180],transmembrane signaling receptor activity [GO:0004888],9606.ENSP00000310260,RNA Metabolism,gold,8,4.440222222,0,shScramble,0,IR2h,3,Sirt6
INTS9,Q9NV88,Integrator complex subunit 9,Nucleoplasm,0,cytosol [GO:0005829]; integrator complex [GO:0032039]; nucleoplasm [GO:0005654]; nucleus [GO:0005634],negative regulation of transforming growth factor beta receptor signaling pathway [GO:0030512]; regulation of transcription elongation by RNA polymerase II [GO:0034243]; snRNA 3'-end processing [GO:0034472]; snRNA processing [GO:0016180],0,9606.ENSP00000429065,RNA Metabolism,gold,8,5.155555556,0,shScramble,0,IR2h,3,Sirt6
MTPAP,Q9NVV4,Mitochondrial poly(A) polymerase,Nucleoplasm,0,intracellular membrane-bounded organelle [GO:0043231]; mitochondrion [GO:0005739]; nucleoplasm [GO:0005654],"mRNA processing, Transcription","Nucleotidyltransferase, RNA-binding, Transferase",9606.ENSP00000263063,RNA Metabolism,gold,8,4.460888889,0,shScramble,0,IR2h,3,Sirt6
