NAME,DNA_Repair,GO_CC,GO_BP,GO_MF,Uniprot,stringId,Description,nonIR5,IR5,IR30,IR2h,IR8h,IR24h,nonIR24,FC.nonIR5,FC.IR5,FC.IR30,FC.IR2,FC.IR8,FC.IR24,FC.nonIR24,Annotation,An.color,An.number,FuzzyCMeans,Sensor,All_Venn,nonIR5_Venn,IR5_Venn,IR30_Venn,IR2_Venn,IR8_Venn,IR24_Venn,nonIR24_Venn,C2hrs_Venn,C8hrs_Venn,Cmin2hrs_Venn,C2&8hrs_Venn,PCA,OPLS.Sensor,OPLS.Test,VIP.S6vsMre,VIP.S6vsKu,VIP.KuvsMre,Degree,Eigen,Closeness,Betweeness,Hubs,Authority,Transitivity,nonIR5.Degree,nonIR5.Connectivity,nonIR5.Participation,nonIR5.Module,nonIR5.Role,IR5.Degree,IR5.Connectivity,IR5.Participation,IR5.Module,IR5.Role,IR30.Degree,IR30.Connectivity,IR30.Participation,IR30.Module,IR30.Role,IR2.Degree,IR2.Connectivity,IR2.Participation,IR2.Module,IR2.Role,IR8.Degree,IR8.Connectivity,IR8.Participation,IR8.Module,IR8.Role,IR24.Degree,IR24.Connectivity,IR24.Participation,IR24.Module,IR24.Role,nonIR24.Degree,nonIR24.Connectivity,nonIR24.Participation,nonIR24.Module,nonIR24.Role,Sensor2
NONO,0,RNA polymerase II transcription regulator complex ,"mRNA splicing, via spliceosome ",chromatin binding ,Q15233,9606.ENSP00000276079,"Non-POU domain-containing octamer-binding protein; DNA- and RNA binding protein, involved in several nuclear processes. Binds the conventional octamer sequence in double-stranded DNA. Also binds single-stranded DNA and RNA at a site independent of the duplex site. Involved in pre-mRNA splicing, probably as a heterodimer with SFPQ. Interacts with U5 snRNA, probably by binding to a purine-rich sequence located on the 3' side of U5 snRNA stem 1b. Together with PSPC1, required for the formation of nuclear paraspeckles. The SFPQ-NONO heteromer associated with MATR3 may play a role in nuclea [...] ",1,1,0,0,0,0,0,45.6945,50.39416667,0,0,0,0,0,DNA Repair,firebrick1,3,2,Mre11,S6&Ku&Mre,S6&Ku&Mre,S6&Ku&Mre,0,0,0,0,0,Ku,S6,0,Ku,PC5,S6&Ku,S6vsMre&MrevsKu,1.573861795,0.262901195,1.668071433,9,0.000428761,0.749373342,0.000841298,0.000428761,0.000428761,0.333333333,1,-0.502526657,0,2,Ultra peripheral,1,0,0,2,Ultra peripheral,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Mre11
RPL13,0,nucleolus ,ribosome biogenesis ,structural constituent of ribosome ,P26373,9606.ENSP00000307889,Ribosomal protein L13.,0,1,0,0,0,1,0,0,43.53366667,0,0,0,50.68616667,0,Ribosome Biosynthesis,lightgreen,7,2,Mre11,S6&Ku&Mre,0,S6&Ku&Mre,0,0,0,S6&Mre,0,0,0,0,Ku,0,Sirt6,S6vsMre&S6vsKu,1.311693388,1.576020927,0.462323096,98,0.863627827,0.803173207,0.002117777,0.863627827,0.863627827,0.626972438,0,0,0,0,0,14,0.929318772,0.462654636,3,Peripheral,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,1.009787319,0.373610672,9,Peripheral,0,0,0,0,0,Mre11
H1-4,0,nucleosome,nucleosome assembly,structural constituent of chromatin,P10412,9606.ENSP00000307705,"Histone H1.4; Histone H1 protein binds to linker DNA between nucleosomes forming the macromolecular structure known as the chromatin fiber. Histones H1 are necessary for the condensation of nucleosome chains into higher-order structured fibers. Acts also as a regulator of individual gene transcription through chromatin remodeling, nucleosome spacing and DNA methylation (By similarity).",0,1,0,0,0,0,0,0,43.32166667,0,0,0,0,0,Chromatin Organization,darkviolet,2,2,Mre11,Mre,0,Mre,0,0,0,0,0,0,0,0,Ku,0,0,0,0.667251522,0.013043958,0.640152268,7,0.003248521,0.61070317,0.000135958,0.003248521,0.003248521,0.619047619,0,0,0,0,0,2,-0.408964765,0.416499576,8,Peripheral,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Mre11
AHNAK,0,actin cytoskeleton [GO:0015629],RNA splicing ,RNA binding ,Q09666,9606.ENSP00000367263,Neuroblast differentiation-associated protein AHNAK; May be required for neuronal cell differentiation.,1,1,1,0,0,1,1,53.7975,42.39416667,55.92916667,0,0,67.56766667,67.1075,DNA Repair,firebrick1,3,4,Mre11,Ku&Mre,Mre,Mre,Mre,0,0,Mre,Mre,0,0,Mre,0,PC3,Mre11,S6vsMre&MrevsKu,1.558428057,1.416808365,1.284777738,2,0.0003741,0.663101723,0,0.0003741,0.0003741,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Mre11
NOLC1,DSB,box C/D RNP complex ,rRNA processing ,RNA binding ,Q14978,9606.ENSP00000385410,"Nucleolar and coiled-body phosphoprotein 1; Nucleolar protein that acts as a regulator of RNA polymerase I by connecting RNA polymerase I with enzymes responsible for ribosomal processing and modification. Required for neural crest specification: following monoubiquitination by the BCR(KBTBD8) complex, associates with TCOF1 and acts as a platform to connect RNA polymerase I with enzymes responsible for ribosomal processing and modification, leading to remodel the translational program of differentiating cells in favor of neural crest specification. Involved in nucleologenesis, possibly [...] ",0,1,1,0,0,0,0,0,38.13966667,50.739,0,0,0,0,Cell Cycle regulation,coral1,1,5,Mre11,S6&Ku&Mre,0,S6&Ku&Mre,S6&Ku&Mre,0,0,0,0,Ku,0,0,0,PC4,Sirt6,S6vsMre&S6vsKu,1.400074948,1.637031025,0.436415153,11,0.014802671,0.689631259,0.002470861,0.014802671,0.014802671,0.272727273,0,0,0,0,0,1,-2.249498929,0,5,Ultra peripheral,3,-0.623256684,0.432596778,1,Peripheral,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Mre11
PPIB,0,chaperone complex,protein folding,unfolded protein binding,P23284,9606.ENSP00000300026,Peptidyl-prolyl cis-trans isomerase B; PPIase that catalyzes the cis-trans isomerization of proline imidic peptide bonds in oligopeptides and may therefore assist protein folding.,1,1,1,0,0,1,0,31.38,31.296,19.849,0,0,37.348,0,UPR,maroon,10,2,Mre11,Mre,Mre,Mre,Mre,0,0,Mre,0,0,0,0,Ku,PC3,0,0,1.275384292,0.013043958,1.311261524,4,5.46447E-06,0.566105016,0,5.46447E-06,5.46447E-06,0.5,1,0,0,1,Ultra peripheral,0,0,0,0,0,1,-0.815095527,0,2,Ultra peripheral,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Mre11
HSP90AA1,NER,nucleoplasm ,response to unfolded protein ,unfolded protein binding ,P07900,9606.ENSP00000335153,"Heat shock protein HSP 90-alpha; Molecular chaperone that promotes the maturation, structural maintenance and proper regulation of specific target proteins involved for instance in cell cycle control and signal transduction. Undergoes a functional cycle that is linked to its ATPase activity which is essential for its chaperone activity. This cycle probably induces conformational changes in the client proteins, thereby causing their activation. Interacts dynamically with various co-chaperones that modulate its substrate recognition, ATPase cycle and chaperone function. Engages with a ra [...] ",1,1,0,0,0,1,1,35.98566667,30.34966667,0,0,0,30.72333333,43.17866667,UPR,maroon,10,4,Mre11,S6&Ku&Mre,S6&Ku&Mre,S6&Ku&Mre,0,0,0,S6&Mre,Mre,S6&Ku,0,Mre,0,PC3,0,0,0.687591361,0.663852755,0.320809737,14,0.009498798,0.730462426,0.002074077,0.009498798,0.009498798,0.274725275,2,-0.549095655,0,6,Ultra peripheral,2,1.012721488,0,6,Ultra peripheral,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0.075780203,0,1,Ultra peripheral,3,1.149742124,0,3,Ultra peripheral,Mre11
HNRNPC,HR,telomerase holoenzyme complex ,chromatin remodeling ,nucleosomal DNA binding ,P07910,9606.ENSP00000451291,"Heterogeneous nuclear ribonucleoproteins C1/C2; Binds pre-mRNA and nucleates the assembly of 40S hnRNP particles. Interacts with poly-U tracts in the 3'-UTR or 5'-UTR of mRNA and modulates the stability and the level of translation of bound mRNA molecules. Single HNRNPC tetramers bind 230-240 nucleotides. Trimers of HNRNPC tetramers bind 700 nucleotides. May play a role in the early steps of spliceosome assembly and pre-mRNA splicing. N6-methyladenosine (m6A) has been shown to alter the local structure in mRNAs and long non-coding RNAs (lncRNAs) via a mechanism named 'm(6)A-switch', fa [...] ",0,1,0,0,0,0,0,0,22.445,0,0,0,0,0,Chromatin Organization,darkviolet,2,2,Mre11,S6&Ku&Mre,0,S6&Ku&Mre,0,0,0,0,0,0,0,S6,Ku,0,S6&Ku,S6vsMre&MrevsKu,1.778765455,0.604740493,1.867076885,27,0.006355165,0.913583429,0.001975242,0.006355165,0.006355165,0.327635328,0,0,0,0,0,4,0.145010082,0,4,Ultra peripheral,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Mre11
GNL3,DSB,chromosome ,telomere maintenance via telomerase ,mRNA binding ,Q9BVP2,9606.ENSP00000395772,"Guanine nucleotide-binding protein-like 3; May be required to maintain the proliferative capacity of stem cells. Stabilizes MDM2 by preventing its ubiquitination, and hence proteasomal degradation (By similarity); Belongs to the TRAFAC class YlqF/YawG GTPase family.",1,0,0,0,0,1,0,61.79833333,0,0,0,0,69.54783333,0,Transcription Regulation,slateblue1,9,2,Mre11,S6&Ku&Mre,S6&Ku&Mre,0,0,0,0,S6&Ku&Mre,0,0,0,0,S6&Ku,0,0,0,1.03975217,0.351412949,1.069932661,39,0.147208883,0.77206921,0.001742379,0.147208883,0.147208883,0.649122807,10,-1.949736659,0.141758481,8,Peripheral,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,-0.782362818,0.304925665,9,Peripheral,0,0,0,0,0,Mre11
HNRNPA0,0,nucleoplasm ,3'-UTR-mediated mRNA stabilization ,mRNA binding ,Q13151,9606.ENSP00000316042,Heterogeneous nuclear ribonucleoprotein A0; mRNA-binding component of ribonucleosomes. Specifically binds AU-rich element (ARE)-containing mRNAs. Involved in post- transcriptional regulation of cytokines mRNAs.,1,0,0,0,0,0,0,50.65933333,0,0,0,0,0,0,Cell Cycle regulation,coral1,1,4,Mre11,S6&Ku&Mre,S6&Ku&Mre,0,0,0,0,0,0,0,0,Mre,0,0,S6&Ku,S6vsMre&MrevsKu,1.687904191,0.326998311,1.646712984,11,0.001824257,0.785551126,8.0996E-05,0.001824257,0.001824257,0.581818182,1,-0.767718313,0,2,Ultra peripheral,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Mre11
DDX39B,HR,spliceosomal complex ,"mRNA splicing, via spliceosome ",RNA helicase activity ,Q13838,9606.ENSP00000416269,"Spliceosome RNA helicase DDX39B; Involved in nuclear export of spliced and unspliced mRNA. Assembling component of the TREX complex which is thought to couple mRNA transcription, processing and nuclear export, and specifically associates with spliced mRNA and not with unspliced pre-mRNA. TREX is recruited to spliced mRNAs by a transcription-independent mechanism, binds to mRNA upstream of the exon-junction complex (EJC) and is recruited in a splicing- and cap-dependent manner to a region near the 5' end of the mRNA where it functions in mRNA export to the cytoplasm via the TAP/NFX1 pat [...] ",1,0,1,0,0,1,1,48.1035,0,43.22516667,0,0,66.95833333,60.47116667,DNA Repair,firebrick1,3,4,Mre11,S6&Ku&Mre,S6&Ku&Mre,0,S6&Ku&Mre,0,0,S6&Ku&Mre,S6&Ku&Mre,0,0,S6&Mre,0,PC3,Ku80,S6vsKu&MrevsKu,0.651794471,2.246986652,1.283599465,15,0.010841202,0.783314954,0.002941891,0.010841202,0.010841202,0.266666667,2,-0.323426206,0,2,Ultra peripheral,0,0,0,0,0,3,-0.35194697,0,2,Ultra peripheral,0,0,0,0,0,0,0,0,0,0,3,-1.748046735,0,5,Ultra peripheral,1,0,0,1,Ultra peripheral,Mre11
PHB,DSB,nucleoplasm ,histone deacetylation ,histone deacetylase binding ,P35232,9606.ENSP00000479488,Prohibitin; Prohibitin inhibits DNA synthesis. It has a role in regulating proliferation. As yet it is unclear if the protein or the mRNA exhibits this effect. May play a role in regulating mitochondrial respiration activity and in aging.,1,0,0,0,0,1,0,45.11083333,0,0,0,0,44.9985,0,Chromatin Organization,darkviolet,2,2,Mre11,S6&Ku&Mre,S6&Ku&Mre,0,0,0,0,S6&Ku&Mre,0,0,0,0,Ku,0,S6&Ku,S6vsMre&MrevsKu,1.768909918,1.140884711,1.713624591,26,0.014533516,0.912150714,0.021425858,0.014533516,0.014533516,0.064615385,8,0.584436286,0.53125,6,Peripheral,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0.140058054,0.723386745,1,Connector,0,0,0,0,0,Mre11
DLST,0,oxoglutarate dehydrogenase complex ,2-oxoglutarate metabolic process ,transferase activity transferring acyl groups ,P36957,9606.ENSP00000335304,2-oxoglutarate dehydrogenase E2 component (dihydrolipoamide succinyltransferase); Dihydrolipoamide succinyltransferase (E2) component of the 2- oxoglutarate dehydrogenase complex. The 2-oxoglutarate dehydrogenase complex catalyzes the overall conversion of 2-oxoglutarate to succinyl- CoA and CO(2). The 2-oxoglutarate dehydrogenase complex is mainly active in the mitochondrion. A fraction of the 2-oxoglutarate dehydrogenase complex also localizes in the nucleus and is required for lysine succinylation of histones: associates with KAT2A on chromatin and provides succinyl-CoA to histone s [...] ,1,0,0,0,0,0,0,44.25783333,0,0,0,0,0,0,Chromatin Organization,darkviolet,2,4,Mre11,S6&Ku&Mre,S6&Ku&Mre,0,0,0,0,0,0,0,0,Mre,0,0,0,0,1.13291142,0.03752838,1.112368197,2,1.61542E-18,0.955109838,0,0,7.23693E-20,1,1,-0.488377467,0,5,Ultra peripheral,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Mre11
ENO1,0, phosphopyruvate hydratase complex [GO:0000015],glycolytic process ,cadherin binding ,P06733,9606.ENSP00000495530,"Alpha-enolase; Glycolytic enzyme the catalyzes the conversion of 2- phosphoglycerate to phosphoenolpyruvate. In addition to glycolysis, involved in various processes such as growth control, hypoxia tolerance and allergic responses. May also function in the intravascular and pericellular fibrinolytic system due to its ability to serve as a receptor and activator of plasminogen on the cell surface of several cell-types such as leukocytes and neurons. Stimulates immunoglobulin production. Belongs to the enolase family.",1,0,1,0,0,0,0,43.75833333,0,25.69633333,0,0,0,0,DNA Repair,firebrick1,3,5,Mre11,Ku&Mre,Mre,0,Ku&Mre,0,0,0,0,0,0,0,0,0,0,0,0.947293026,2.042902452,0.060019137,5,0.000113593,0.683081614,0.001264116,0.000113593,0.000113593,0.4,0,0,0,0,0,0,0,0,0,0,1,0,0,11,Ultra peripheral,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Mre11
NFS1,0,nucleus,iron incorporation into metallo-sulfur cluster,iron-sulfur cluster binding,Q9Y697,9606.ENSP00000363205,"Cysteine desulfurase, mitochondrial; Catalyzes the removal of elemental sulfur from cysteine to produce alanine. It supplies the inorganic sulfur for iron-sulfur (Fe- S) clusters. May be involved in the biosynthesis of molybdenum cofactor; Belongs to the class-V pyridoxal-phosphate-dependent aminotransferase family. NifS/IscS subfamily.",1,0,1,0,0,0,0,41.36066667,0,45.68233333,0,0,0,0,Cell Cycle regulation,coral1,1,5,Mre11,Mre,Mre,0,Mre,0,0,0,0,0,0,0,0,PC4,0,0,1.01094377,0.013043958,0.98577274,0,3.23084E-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Mre11
RBM14,0,transcription regulator complex ,histone deacetylation ,mRNA binding ,Q96PK6,9606.ENSP00000311747,"RNA-binding protein 14; Isoform 1 may function as a nuclear receptor coactivator, enhancing transcription through other coactivators such as NCOA6 and CITED1. Isoform 2, functions as a transcriptional repressor, modulating transcriptional activities of coactivators including isoform 1, NCOA6 and CITED1. Regulates centriole biogenesis by suppressing the formation of aberrant centriolar protein complexes in the cytoplasm and thus preserving mitotic spindle integrity. Prevents the formation of the STIL-CENPJ complex (which can induce the formation of aberrant centriolar protein complexes) [...] ",1,0,0,0,0,0,1,37.06083333,0,0,0,0,0,50.90683333,Chromatin Organization,darkviolet,2,4,Mre11,S6&Ku&Mre,S6&Mre,0,0,0,0,0,S6&Ku&Mre,0,0,Mre,0,0,0,0,0.53928851,0.564021195,0.841785504,7,0.001653105,0.923161027,0.011977769,0.001653105,0.001653105,0.19047619,1,-0.916071906,0,2,Ultra peripheral,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,9,Ultra peripheral,Mre11
NUP54,0,nuclear pore ,nucleocytoplasmic transport ,structural constituent of nuclear pore ,Q7Z3B4,9606.ENSP00000264883,"Nucleoporin p54; Component of the nuclear pore complex, a complex required for the trafficking across the nuclear membrane.",1,0,0,0,0,1,1,36.86266667,0,0,0,0,44.98566667,61.488,Nuclear Pore,deepskyblue3,4,4,Mre11,S6&Mre,Mre,0,0,0,0,Mre,Mre,S6,0,Mre,0,0,0,0,0.918839081,0.861908931,1.152643316,22,8.31504E-05,0.562994881,1.73563E-05,8.31504E-05,8.31504E-05,0.9004329,4,0.486833918,0,7,Ultra peripheral,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0.755432762,0,7,Ultra peripheral,6,0.449381196,0,5,Ultra peripheral,Mre11
SERPINB3,0,nucleus ,negative regulation of proteolysis ,protease binding ,P29508,9606.ENSP00000283752,Serpin B3; May act as a papain-like cysteine protease inhibitor to modulate the host immune response against tumor cells. Also functions as an inhibitor of UV-induced apoptosis via suppression of the activity of c-Jun NH(2)-terminal kinase (JNK1).,1,0,0,0,0,0,1,31.94533333,0,0,0,0,0,51.027,Chromatin Organization,darkviolet,2,4,Mre11,S6&Mre,Mre,0,0,0,0,0,S6&Mre,0,0,Mre,0,0,0,0,0.827922788,0.087288767,0.934668274,0,3.23084E-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Mre11
HSP90B1,0,nucleus ,response to unfolded protein ,unfolded protein binding ,P14625,9606.ENSP00000299767,"Endoplasmin; Molecular chaperone that functions in the processing and transport of secreted proteins (By similarity). When associated with CNPY3, required for proper folding of Toll-like receptors (By similarity). Functions in endoplasmic reticulum associated degradation (ERAD). Has ATPase activity (By similarity). Belongs to the heat shock protein 90 family.",1,0,0,0,0,0,0,31.27533333,0,0,0,0,0,0,DNA Repair,firebrick1,3,4,Mre11,S6&Ku&Mre,Mre,0,0,0,0,0,0,0,S6&Ku,Mre,0,0,0,0,0.02016363,0.351778125,0.008928303,6,0.000168815,0.691117023,0.001026914,0.000168815,0.000168815,0.133333333,1,0,0,1,Ultra peripheral,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Mre11
HNRNPA3,0,messenger ribonucleoprotein complex ,"mRNA splicing, via spliceosome ",mRNA binding ,P51991,9606.ENSP00000376309,"Heterogeneous nuclear ribonucleoprotein A3; Plays a role in cytoplasmic trafficking of RNA. Binds to the cis-acting response element, A2RE. May be involved in pre-mRNA splicing.",1,0,0,0,0,1,0,31.11033333,0,0,0,0,44.609,0,RNA Metabolism,gold,8,2,Mre11,S6&Ku&Mre,S6&Mre,0,0,0,0,S6&Ku&Mre,0,0,0,0,Ku,0,0,0,0.523675395,0.573686615,0.080138475,14,0.002087607,0.802283145,0.000114262,0.002087607,0.002087607,0.450549451,2,-0.578625133,0,2,Ultra peripheral,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0.274573493,0.36823792,2,Peripheral,0,0,0,0,0,Mre11
DNAJA2,0,cytoplasm,protein folding,unfolded protein binding,O60884,9606.ENSP00000314030,DnaJ homolog subfamily A member 2; Co-chaperone of Hsc70. Stimulates ATP hydrolysis and the folding of unfolded proteins mediated by HSPA1A/B (in vitro).,1,0,1,0,0,1,0,30.59333333,0,25.83,0,0,39.125,0,UPR,maroon,10,2,Mre11,Mre,Mre,0,Mre,0,0,Mre,0,0,0,0,Ku,PC3,0,0,1.162094492,0.013043958,1.21473027,5,0.000563376,0.761942058,0,0.000563376,0.000563376,0.9,1,-1.033149511,0,6,Ultra peripheral,0,0,0,0,0,1,-0.767331273,0,2,Ultra peripheral,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Mre11
SON,0,nuclear speck ,RNA processing ,RNA binding ,P18583,9606.ENSP00000348984,"Protein SON; RNA-binding protein that acts as a mRNA splicing cofactor by promoting efficient splicing of transcripts that possess weak splice sites. Specifically promotes splicing of many cell-cycle and DNA-repair transcripts that possess weak splice sites, such as TUBG1, KATNB1, TUBGCP2, AURKB, PCNT, AKT1, RAD23A, and FANCG. Probably acts by facilitating the interaction between Serine/arginine-rich proteins such as SRSF2 and the RNA polymerase II. Also binds to DNA; binds to the consensus DNA sequence: 5'-GA[GT]AN[CG][AG]CC-3'. May indirectly repress hepatitis B virus (HBV) core prom [...] ",1,0,0,0,0,0,0,25.15766667,0,0,0,0,0,0,Cell Cycle regulation,coral1,1,4,Mre11,S6&Mre,S6&Mre,0,0,0,0,0,0,0,0,S6&Mre,0,0,0,0,0.359621845,0.682435343,0.711671449,3,0.004103804,0.695089619,0,0.004103804,0.004103804,1,1,-0.784629085,0,2,Ultra peripheral,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Mre11
H3-7,0,nucleosome,chromatin remodeling,structural constituent of chromatin,Q5TEC6,9606.ENSP00000499501,H3.2 histone.,0,0,1,0,0,0,0,0,0,45.533,0,0,0,0,Chromatin Organization,darkviolet,2,5,Mre11,Mre,0,0,Mre,0,0,0,0,0,0,0,0,PC4,0,0,0.816835315,0.013043958,0.780091037,7,0.014010443,0.525435172,0,0.014010443,0.014010443,0.666666667,0,0,0,0,0,0,0,0,0,0,2,-0.352935196,0,2,Ultra peripheral,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Mre11
RFC3,HR,DNA replication factor C complex ,DNA duplex unwinding ,single-stranded DNA-dependent ATP-dependent DNA helicase activity ,P40938,9606.ENSP00000369411,Replication factor C subunit 3; The elongation of primed DNA templates by DNA polymerase delta and epsilon requires the action of the accessory proteins proliferating cell nuclear antigen (PCNA) and activator 1.,0,0,0,0,0,1,0,0,0,0,0,0,31.54766667,0,DNA Repair,firebrick1,3,2,Mre11,S6&Ku&Mre,0,0,0,0,0,S6&Mre,0,0,Ku,S6,Ku,PC5,Sirt6,S6vsKu,1.347245483,1.610127241,0.286051185,4,0.000597733,0.663130588,0,0.000597733,0.000597733,0.833333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,-1.414213562,0,6,Ultra peripheral,0,0,0,0,0,Mre11
UFL1,DSB,site of double-strand break,histone modification,"GO:0005515~protein binding,GO:0019901~protein kinase binding,GO:0061666~UFM1 ligase activity,GO:0071568~UFM1 transferase activity,",O94874,9606.ENSP00000358283,"E3 UFM1-protein ligase 1; E3 protein ligase that mediates ufmylation, the covalent attachment of the ubiquitin-like modifier UFM1 to substrate proteins, a post-translational modification on lysine residues of proteins that may play a crucial role in a number of cellular processes. Mediates DDRGK1 ufmylation and may regulate the proteasomal degradation of DDRGK1 and CDK5RAP3 thereby modulating NF-kappa-B signaling. May also play a role in nuclear receptor-mediated transcription through TRIP4 ufmylation. May play a role in the unfolded protein response, mediating the ufmylation of multip [...] ",0,0,1,0,0,0,0,0,0,24.893,0,0,0,0,Chromatin Organization,darkviolet,2,5,Mre11,Mre,0,0,Mre,0,0,0,0,0,0,0,0,PC4,0,0,0.922479906,0.013043958,0.859406092,3,4.15658E-05,0.859491196,0.001511444,4.15658E-05,4.15658E-05,0.333333333,0,0,0,0,0,0,0,0,0,0,1,-0.900082957,0,2,Ultra peripheral,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Mre11
NUP43,0,nuclear pore ,nucleocytoplasmic transport ,structural constituent of nuclear pore ,Q8NFH3,9606.ENSP00000342262,"Nucleoporin Nup43; Component of the Nup107-160 subcomplex of the nuclear pore complex (NPC). The Nup107-160 subcomplex is required for the assembly of a functional NPC. The Nup107-160 subcomplex is also required for normal kinetochore microtubule attachment, mitotic progression and chromosome segregation.",0,0,0,0,0,1,0,0,0,0,0,0,46.086,0,Nuclear Pore,deepskyblue3,4,2,Mre11,S6&Mre,0,0,0,0,0,S6&Mre,0,0,0,0,Ku,PC5,0,0,0.562555269,1.312258167,0.747483644,22,0.000108682,0.549397428,0.000225632,0.000108682,0.000108682,0.891774892,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0.841226213,0.088455474,7,Peripheral,0,0,0,0,0,Mre11
POLR1C,0,fibrillar center,transcription from RNA polymerase I promoter,RNA polymerase I activity,O15160,9606.ENSP00000496044,"DNA-directed RNA polymerases I and III subunit RPAC1; DNA-dependent RNA polymerase catalyzes the transcription of DNA into RNA using the four ribonucleoside triphosphates as substrates. Common component of RNA polymerases I and III which synthesize ribosomal RNA precursors and small RNAs, such as 5S rRNA and tRNAs, respectively. RPAC1 is part of the Pol core element with the central large cleft and probably a clamp element that moves to open and close the cleft (By similarity).",0,0,1,0,0,0,0,0,0,19.39166667,0,0,0,0,Transcription Regulation,slateblue1,9,5,Mre11,Mre,0,0,Mre,0,0,0,0,0,0,0,0,PC4,0,0,0.973292947,0.013043958,0.892751501,7,0.006263098,0.674711057,5.20689E-05,0.006263098,0.006263098,0.380952381,0,0,0,0,0,0,0,0,0,0,3,-0.434299132,0.351142329,2,Peripheral,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Mre11
EXOSC2,DSB,exosome (RNase complex) ,RNA processing ,3'-5'-exoribonuclease activity ,Q13868,9606.ENSP00000361433,"Exosome complex component RRP4; Non-catalytic component of the RNA exosome complex which has 3'->5' exoribonuclease activity and participates in a multitude of cellular RNA processing and degradation events. In the nucleus, the RNA exosome complex is involved in proper maturation of stable RNA species such as rRNA, snRNA and snoRNA, in the elimination of RNA processing by-products and non-coding 'pervasive' transcripts, such as antisense RNA species and promoter-upstream transcripts (PROMPTs), and of mRNAs with processing defects, thereby limiting or excluding their export to the cytop [...] ",0,0,1,0,0,0,0,0,0,18.66033333,0,0,0,0,Ribosome Biosynthesis,lightgreen,7,5,Mre11,S6&Ku&Mre,0,0,Ku&Mre,0,0,0,0,0,0,0,0,PC4,0,0,0.299805323,0.423541567,0.53153459,14,0.022982729,0.612661209,0.000454156,0.022982729,0.022982729,0.417582418,0,0,0,0,0,0,0,0,0,0,6,-2.165438264,0,3,Ultra peripheral,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Mre11
